,Unnamed: 0.1,Unnamed: 0,Classification,Disposition,datetime,Year,DayOfYear,Month,DayOfWeek,time_period,Building,Location,Longtitude,Latitude,Incidents
8227,1346,1346,Lewdness, Arrest,2023-02-12 04:44:00,2023,43,2,6,weekend,2 KR BUNGALOW,KR,1.293895125,103.7802656,SEXUAL INCIDENTS
8228,1347,1347,Shoplifting,Open Investigation,2023-09-30 05:57:00,2023,273,9,5,weekend,RAFFLES HALL (BLOCK A),YIH,1.299677886,103.7732472,STOLEN ITEMS
8229,1348,1348,Harassment,Arrest,2023-06-30 02:06:00,2023,181,6,4,day_weekday,PGP RESIDENCES (BLOCK 22),PGP,1.290618087,103.780583,DAMAGED PROPERTY
8230,1349,1349,False Public Alarm,Open Investigation,2023-09-27 04:44:00,2023,270,9,2,day_weekday,DINING HALL (RC4 & CAPT),UTown,1.307989409,103.7731782,LOST AND FOUND
8231,1350,1350,Criminal Mischief,Closed,2022-09-13 10:26:00,2022,256,9,1,day_weekday,LECTURE THEATRE 3,CDE,1.298718002,103.7723639,STOLEN ITEMS
8232,1351,1351,Harassment,Arrest,2023-10-17 23:04:00,2023,290,10,1,day_weekday,7 PGP BUNGALOW,PGP,1.293238399,103.7780367,DAMAGED PROPERTY
8233,1352,1352,False Public Alarm,Arrest,2023-01-22 16:04:00,2023,22,1,6,weekend,SCIENCE BLOCK 11,FOS,1.296704611,103.778796,LOST AND FOUND
8234,1353,1353,Theft,Open Investigation,2023-09-07 06:02:00,2023,250,9,3,day_weekday,NUS STAFF CLUB,YIH,1.299177323,103.7758619,LOST AND FOUND
8235,1354,1354,Criminal Mischief,Open Investigation,2023-03-18 02:47:00,2023,77,3,5,weekend,STORE 1 (NEAR KEVII HALL),PGP,1.29274033,103.7812672,STOLEN ITEMS
8236,1355,1355,Shoplifting ,Open Investigation,2023-02-18 05:53:00,2023,49,2,5,weekend,MULTI-PURPOSE HALL 1 - 4,YIH,1.300600712,103.7757473,LOST AND FOUND
8237,1356,1356,Theft,Open Investigation,2022-12-21 00:59:00,2022,355,12,2,day_weekday,1 KR BUNGALOW,KR,1.293041343,103.7811579,LOST AND FOUND
8238,1357,1357,Attempted Theft,Open Investigation,2023-02-03 19:23:00,2023,34,2,4,day_weekday,DINNING HALL (C&T COLLEGE),UTown,1.306389713,103.7736485,LOST AND FOUND
8239,1358,1358,Shoplifting,Open Investigation,2022-10-16 02:17:00,2022,289,10,6,weekend,YALE RESIDENTIAL COLLEGE 3,UTown,1.30762857,103.7719629,STOLEN ITEMS
8240,1359,1359,Terroristic Threats,Closed,2023-05-08 10:32:00,2023,128,5,0,day_weekday,CREATE CARPARK,UTown,1.303909748,103.7733772,LOST AND FOUND
8241,1360,1360,Criminal Mischief,Judicial Referral,2023-05-30 07:09:00,2023,150,5,1,day_weekday,FASS BLK7 (SHAW FDN BLDG),FASS,1.293258477,103.7733817,STOLEN ITEMS
8242,1361,1361,Theft,Open Investigation,2023-01-04 16:06:00,2023,4,1,2,day_weekday,LECTURE THEATRE 8,FASS,1.294142102,103.7718061,LOST AND FOUND
8243,1362,1362,Trespass,Arrest,2023-02-18 09:17:00,2023,49,2,5,weekend,PGP RESIDENCES (BLOCK 30),PGP,1.290514448,103.781795,EMERGENCY INCIDENTS
8244,1363,1363,Theft,Open Investigation,2022-12-20 10:42:00,2022,354,12,1,day_weekday,COLLEGE OF A&P TAN -MPH,UTown,1.307802118,103.7732463,LOST AND FOUND
8245,1364,1364,Shoplifting,Open Investigation,2023-09-11 08:09:00,2023,254,9,0,day_weekday,ENGINEERING BLOCK A,CDE,1.299995494,103.7707659,STOLEN ITEMS
8246,1365,1365,Harassment,Unfounded,2022-09-17 20:10:00,2022,260,9,5,weekend,CINNAMON UNI SCH PROG (USP),UTown,1.306525122,103.7734295,DAMAGED PROPERTY
8247,1366,1366,Trespass,Open Investigation,2023-09-05 00:27:00,2023,248,9,1,day_weekday,ENGINEERING BLOCK 7,CDE,1.298590159,103.7734899,EMERGENCY INCIDENTS
8248,1367,1367,Harassment: Stalking,Judicial Referral,2023-01-22 03:19:00,2023,22,1,6,weekend,KE VII HALL (BLOCK B),PGP,1.293176628,103.7803068,LOST AND FOUND
8249,1368,1368,Theft,,2023-03-21 12:30:00,2023,80,3,1,day_weekday,FOS - SHED B-NEXT TO S3&S4,FOS,1.29582005,103.7789548,LOST AND FOUND
8250,1369,1369,Shoplifting,Closed,2023-01-19 21:33:00,2023,19,1,3,day_weekday,17 PGP BUNGALOW,PGP,1.292575481,103.7792351,STOLEN ITEMS
8251,1370,1370,Shoplifting, Arrest,2022-12-17 17:13:00,2022,351,12,5,weekend,UTOWN RESIDENCE SOUTH-TOWER,UTown,1.304988743,103.774051,STOLEN ITEMS
8252,1371,1371,Theft,Open Investigation,2022-12-23 08:29:00,2022,357,12,4,day_weekday,SHEARES HALL (BLOCK C),HALL,1.291354968,103.7760394,LOST AND FOUND
8253,1372,1372,Trespassing,Open Investigation,2023-12-15 07:54:00,2023,349,12,4,day_weekday,20 EVANS BUNGALOW,BTC,1.318059047,103.8199399,DAMAGED PROPERTY
8254,1373,1373,Possession of Burglary Tools 2,Closed,2022-10-08 03:53:00,2022,281,10,5,weekend,UHALL CARPARK,UTown,1.297316736,103.7777968,LOST AND FOUND
8255,1374,1374,Trespassing,Open Investigation,2023-03-09 10:31:00,2023,68,3,3,day_weekday,S'PORE SYNCHROTRON LIGHTSOURCE,COM,1.295471129,103.7749569,DAMAGED PROPERTY
8256,1375,1375,Rape,Open Investigation,2023-04-16 18:44:00,2023,106,4,6,weekend,"KENT VALE APARTMENT BLK B, 105",KV,1.301085285,103.7684438,SEXUAL INCIDENTS
8257,1376,1376,Criminal Mischief,Open Investigation,2023-06-20 10:40:00,2023,171,6,1,day_weekday,SUB-STATION/BIN CENTRE,KV,1.300662404,103.7678257,STOLEN ITEMS
8258,1377,1377,Theft,Judicial Referral,2023-07-29 08:21:00,2023,210,7,5,weekend,KENT RIDGE (COMMUNAL HALL),HALL,1.29179854,103.7747805,LOST AND FOUND
8259,1378,1378,Trespass,Arrest,2023-07-06 05:19:00,2023,187,7,3,day_weekday,DATA-CENTRE-NUS HIGH SCHOOL,SOC,1.296769604,103.7802964,EMERGENCY INCIDENTS
8260,1379,1379,Fraud,Open Investigation,2023-09-17 07:19:00,2023,260,9,6,weekend,PGP RESIDENCES (BLOCK 20),PGP,1.290472992,103.7802401,DAMAGED PROPERTY
8261,1380,1380,Theft,Arrest,2022-12-05 04:35:00,2022,339,12,0,day_weekday,"KENT VALE APARTMENT BLK F, 107",KV,1.30219698,103.767326,LOST AND FOUND
8262,1381,1381,Theft: Criminal Mischief, Closed,2023-10-28 07:45:00,2023,301,10,5,weekend,EUSOFF HALL (COMMUNAL HALL),HALL,1.293724685,103.7702582,LOST AND FOUND
8263,1382,1382,Theft,Open Investigation,2022-09-26 05:38:00,2022,269,9,0,day_weekday,TEMBUSU COLLEGE- MPH,UTown,1.305898714,103.7738473,LOST AND FOUND
8264,1383,1383,Fraud,,2023-05-21 21:45:00,2023,141,5,6,weekend,LECTURE THEATRE 3,CDE,1.298718002,103.7723639,DAMAGED PROPERTY
8265,1384,1384,Assault: Domestic Violence,Arrest,2023-04-06 05:42:00,2023,96,4,3,day_weekday,NUS ENTERPRISE-JTC BLK71,BIZ,1.292392337,103.7757231,LOST AND FOUND
8266,1385,1385,Harassment,Arrest,2023-03-23 19:45:00,2023,82,3,3,day_weekday,YALE EAST CORE,UTown,1.305538246,103.7720734,DAMAGED PROPERTY
8267,1386,1386,Theft,Open Investigation,2023-10-21 02:34:00,2023,294,10,5,weekend,PGP RESIDENCES (BLOCK 14),PGP,1.291885671,103.7801364,LOST AND FOUND
8268,1387,1387,Burglary,Open Investigation,2023-08-13 09:14:00,2023,225,8,6,weekend,KENT RIDGE HALL (BLOCK E),HALL,1.291836332,103.7742191,LOST AND FOUND
8269,1388,1388,False Public Alarm,Open Investigation,2023-05-18 19:12:00,2023,138,5,3,day_weekday,8 PGP BUNGALOW,PGP,1.293596473,103.7775181,LOST AND FOUND
8270,1389,1389,Extortion,Closed,2022-12-11 15:24:00,2022,345,12,6,weekend,COLLEGE OF A&P TAN -TOWER,UTown,1.307597799,103.7731505,LOST AND FOUND
8271,1390,1390,False Public Alarm,Open Investigation,2022-10-07 07:24:00,2022,280,10,4,day_weekday,PGP RESIDENCES (BLOCK 12),PGP,1.290852627,103.780192,LOST AND FOUND
8272,1391,1391,Theft,Open Investigation,2023-01-15 17:46:00,2023,15,1,6,weekend,DESIGN & ENVIRONMENT BLOCK 4,CDE,1.296846768,103.7702825,LOST AND FOUND
8273,1392,1392,Trespassing,Open Investigation,2023-02-22 12:37:00,2023,53,2,2,day_weekday,PGP RESIDENCES (BLOCK 28),PGP,1.290281658,103.7817217,DAMAGED PROPERTY
8274,1393,1393,Harassment: Trespassing,Open Investigation,2022-10-25 20:26:00,2022,298,10,1,day_weekday,BTC-LECTURE THEATRE,BTC,1.319337501,103.8169942,LOST AND FOUND
8275,1394,1394,Theft,Open Investigation,2023-02-08 14:04:00,2023,39,2,2,day_weekday,PGP RESIDENCES LECTURE THEATRE,PGP,1.290720131,103.7821794,LOST AND FOUND
8276,1395,1395,Harassment: Bias Incident,Arrest,2023-02-08 19:48:00,2023,39,2,2,day_weekday,LECTURE THEATRE 31,FOS,1.296845972,103.7804072,LOST AND FOUND
8277,1396,1396,Defiant Trespass,Open Investigation,2023-06-17 02:24:00,2023,168,6,5,weekend,MD BLK 6 (CTR FOR TRANS  MED),FOS,1.295320036,103.7816808,LOST AND FOUND
8278,1397,1397,Criminal Mischief,Open Investigation,2023-06-27 12:24:00,2023,178,6,1,day_weekday,BTC-MOOT COURT,BTC,1.318755191,103.8164184,STOLEN ITEMS
8279,1398,1398,Fraud,Arrest,2023-01-03 08:12:00,2023,3,1,1,day_weekday,DECOM SUB-STATION 2 (NEAR TEM HALL),HALL,1.292688302,103.773122,DAMAGED PROPERTY
8280,1399,1399,Harassment,Open Investigation,2022-10-31 10:41:00,2022,304,10,0,day_weekday,"KENT VALE APARTMENT BLK C, 111",KV,1.301811498,103.7685007,DAMAGED PROPERTY
8281,1400,1400,Shoplifting,unfounded,2023-04-16 09:15:00,2023,106,4,6,weekend,PGP RESIDENCES (BLOCK 29),PGP,1.290130186,103.7816738,STOLEN ITEMS
8282,1401,1401,Rape,Closed,2023-09-10 03:46:00,2023,253,9,6,weekend,RIDGE VIEW RESIDENCE (BLOCK C),YIH,1.298081545,103.776434,SEXUAL INCIDENTS
8283,1402,1402,Burglary, Arrest,2023-09-28 17:08:00,2023,271,9,3,day_weekday,6 PGP BUNGALOW,PGP,1.293385625,103.7779056,LOST AND FOUND
8284,1403,1403,Shoplifting,Closed,2023-07-27 04:06:00,2023,208,7,3,day_weekday,STORE 2 (NEAR KEVII HALL),PGP,1.29243592,103.7806357,STOLEN ITEMS
8285,1404,1404,Shoplifting,Closed,2023-03-05 17:19:00,2023,64,3,6,weekend,PGP RESIDENCES LECTURE THEATRE,PGP,1.290720131,103.7821794,STOLEN ITEMS
8286,1405,1405,Theft,Open Investigation,2022-10-01 09:45:00,2022,274,10,5,weekend,PGP RESIDENCES (BLOCK 30),PGP,1.290514448,103.781795,LOST AND FOUND
8287,1406,1406,Criminal Mischief,Unfounded,2023-03-15 05:36:00,2023,74,3,2,day_weekday,BUSINESS BLOCK 2,BIZ,1.293351176,103.7750483,STOLEN ITEMS
8288,1407,1407,Trespassing,Open Investigation,2023-02-22 22:05:00,2023,53,2,2,day_weekday,LECTURE THEATRE 37,FOS,1.295529468,103.7802815,DAMAGED PROPERTY
8289,1408,1408,Trespassing,Open Investigation,2023-02-09 19:39:00,2023,40,2,3,day_weekday,SHEARES HALL (COMMUNAL HALL),HALL,1.291537312,103.7756853,DAMAGED PROPERTY
8290,1409,1409,Rape,Closed,2023-02-14 13:18:00,2023,45,2,1,day_weekday,TEMBUSU LEARN LOBE,UTown,1.305895704,103.773492,SEXUAL INCIDENTS
8291,1410,1410,Criminal Mischief,Open Investigation,2023-03-22 14:39:00,2023,81,3,2,day_weekday,BTC-CJ KOH LIBRARY,BTC,1.318788486,103.8181587,STOLEN ITEMS
8292,1411,1411,Theft,Open Investigation,2023-01-15 08:35:00,2023,15,1,6,weekend,20 EVANS BUNGALOW,BTC,1.318059047,103.8199399,LOST AND FOUND
8293,1412,1412,Shoplifting,Closed,2022-09-30 14:55:00,2022,273,9,4,day_weekday,CREATE (ENTERPRISE),UTown,1.303612109,103.77379,STOLEN ITEMS
8294,1413,1413,Trespassing, Arrest,2023-08-15 02:22:00,2023,227,8,1,day_weekday,PGP RESIDENCES (BLOCK 21),PGP,1.290472992,103.7804283,DAMAGED PROPERTY
8295,1414,1414,Criminal Mischief,Unfounded,2023-02-06 23:59:00,2023,37,2,0,day_weekday,COMMUNAL BLK B,KV,1.302552874,103.7685982,STOLEN ITEMS
8296,1415,1415,Attempted Extortion,Unfounded,2023-08-26 23:32:00,2023,238,8,5,weekend,ISS CARPARK,SOC,1.291998285,103.7766803,LOST AND FOUND
8297,1416,1416,Theft,Open Investigation,2023-04-03 14:50:00,2023,93,4,0,day_weekday,YALE FITNESS CENTER,UTown,1.307478693,103.7725849,LOST AND FOUND
8298,1417,1417,Trespass,Unfounded,2022-12-19 02:57:00,2022,353,12,0,day_weekday,YALE ADMINISTRATION BLOCK,UTown,1.306679212,103.7724365,EMERGENCY INCIDENTS
8299,1418,1418,Terroristic Threats,Open Investigation,2022-12-21 03:22:00,2022,355,12,2,day_weekday,20 EVANS BUNGALOW,BTC,1.318059047,103.8199399,LOST AND FOUND
8300,1419,1419,Criminal Mischief,Arrest,2023-05-24 01:48:00,2023,144,5,2,day_weekday,PGP RESIDENCES (BLOCK 2),PGP,1.291369071,103.7826626,STOLEN ITEMS
8301,1420,1420,Assault,Unfounded,2023-04-15 06:15:00,2023,105,4,5,weekend,CTR FOR THE ARTS,YIH,1.29917139,103.7737631,DAMAGED PROPERTY
8302,1421,1421,Trespassing,Open Investigation,2023-03-11 22:41:00,2023,70,3,5,weekend,"KENT VALE APT GERANIUM BLK, 101",KV,1.302632395,103.7695178,DAMAGED PROPERTY
8303,1422,1422,Harassment,Arrest,2022-11-11 02:48:00,2022,315,11,4,day_weekday,16 EVANS BUNGALOW,BTC,1.317643511,103.8196586,DAMAGED PROPERTY
8304,1423,1423,Theft,Arrest,2023-07-18 03:07:00,2023,199,7,1,day_weekday,LECTURE THEATRE 37,FOS,1.295529468,103.7802815,LOST AND FOUND
8305,1424,1424,Criminal Mischief,unfounded,2023-06-16 21:27:00,2023,167,6,4,day_weekday,LECTURE THEATRE 15,SOC,1.295514563,103.7734516,STOLEN ITEMS
8306,1425,1425,Theft,Arrest,2023-10-02 21:43:00,2023,275,10,0,day_weekday,HOUSE 5 ANNEX,HALL,1.291945118,103.77433,LOST AND FOUND
8307,1426,1426,Criminal Mischief,Open Investigation,2023-03-04 11:25:00,2023,63,3,5,weekend,RAFFLES HALL (COMMUNAL HALL),YIH,1.300002869,103.7739354,STOLEN ITEMS
8308,1427,1427,Theft,Open Investigation,2023-03-18 21:29:00,2023,77,3,5,weekend,PGP RESIDENCES (BLOCK 20),PGP,1.290472992,103.7802401,LOST AND FOUND
8309,1428,1428,Harassment: Domestic Violence,Open Investigation,2022-11-20 07:49:00,2022,324,11,6,weekend,CRISP (NEAR KEVII HALL),PGP,1.297892325,103.7806502,LOST AND FOUND
8310,1429,1429,Trespassing,Open Investigation,2022-10-27 05:09:00,2022,300,10,3,day_weekday,9 PGP BUNGALOW,PGP,1.293962325,103.7773228,DAMAGED PROPERTY
8311,1430,1430,Extortion,Open Investigation,2023-03-31 20:38:00,2023,90,3,4,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 4,FASS,1.294575688,103.7717937,LOST AND FOUND
8312,1431,1431,Stalking,Unfounded,2022-09-14 09:33:00,2022,257,9,2,day_weekday,SCIENCE BLOCK 11,FOS,1.296704611,103.778796,SEXUAL INCIDENTS
8313,1432,1432,Trespass,Closed,2022-12-22 16:18:00,2022,356,12,3,day_weekday,LECTURE THEATRE 37,FOS,1.295529468,103.7802815,EMERGENCY INCIDENTS
8314,1433,1433,Harassment,Open Investigation,2022-08-23 09:22:00,2022,235,8,1,day_weekday,BUSINESS BLOCK 2,BIZ,1.293351176,103.7750483,DAMAGED PROPERTY
8315,1434,1434,Attempted Extortion,Closed,2023-11-24 21:38:00,2023,328,11,4,day_weekday,DATA-CENTRE-NUS HIGH SCHOOL,SOC,1.296769604,103.7802964,LOST AND FOUND
8316,1435,1435,Fraud,Unfounded,2023-06-05 15:30:00,2023,156,6,0,day_weekday,HOUSE 5 ANNEX,HALL,1.291945118,103.77433,DAMAGED PROPERTY
8317,1436,1436,Theft,Open Investigation,2023-05-18 08:52:00,2023,138,5,3,day_weekday,DATA-CENTRE-NUS HIGH SCHOOL,SOC,1.296769604,103.7802964,LOST AND FOUND
8318,1437,1437,Defiant Trespass: Aggravated Assault,unfounded,2023-06-30 17:11:00,2023,181,6,4,day_weekday,SHEARES HALL (BLOCK C),HALL,1.291354968,103.7760394,LOST AND FOUND
8319,1438,1438,Shoplifting, Closed,2023-02-14 08:24:00,2023,45,2,1,day_weekday,BUSINESS BLOCK 1-MOCHTAR RIADY,BIZ,1.292482077,103.7740684,STOLEN ITEMS
8320,1439,1439,Criminal Mischief,Open Investigation,2023-05-12 00:00:00,2023,132,5,4,day_weekday,KENT RIDGE HALL (BLOCK A),HALL,1.29166438,103.7749714,STOLEN ITEMS
8321,1440,1440,Criminal Mischief,Open Investigation,2023-08-01 10:14:00,2023,213,8,1,day_weekday,CREATE (INNOVATION),UTown,1.303777538,103.7734082,STOLEN ITEMS
8322,1441,1441,Theft,Open Investigation,2023-07-28 23:39:00,2023,209,7,4,day_weekday,UNIVERSITY HEALTH CENTRE,YIH,1.299028198,103.776488,LOST AND FOUND
8323,1442,1442,Shoplifting ,Arrest,2023-08-12 16:59:00,2023,224,8,5,weekend,KENT RIDGE HALL (BLOCK C),HALL,1.291532109,103.7746841,LOST AND FOUND
8324,1443,1443,Theft,Arrest,2023-02-14 07:56:00,2023,45,2,1,day_weekday,KE VII HALL (BLOCK D),PGP,1.293315344,103.7803833,LOST AND FOUND
8325,1444,1444,Terroristic Threats,Judicial Referral,2023-08-22 03:19:00,2023,234,8,1,day_weekday,ENGINEERING BLOCK 5,CDE,1.298084101,103.7724236,LOST AND FOUND
8326,1445,1445,Harassment: Fraud,Open Investigation,2023-03-22 12:37:00,2023,81,3,2,day_weekday,LECTURE THEATRE 36 (ALICE AND PETER TAN),FOS,1.295172313,103.7814043,LOST AND FOUND
8327,1446,1446,Criminal Mischief,Open Investigation,2023-03-17 15:04:00,2023,76,3,4,day_weekday,YSTCM CARPARK,UCC,1.302406233,103.7720861,STOLEN ITEMS
8328,1447,1447,Theft: Criminal Mischief,Open Investigation,2023-07-06 09:44:00,2023,187,7,3,day_weekday,PGP RESIDENCES CANTEEN 2,PGP,1.290619681,103.7816946,LOST AND FOUND
8329,1448,1448,Trespassing,Closed,2023-09-02 04:10:00,2023,245,9,5,weekend,2 PGP BUNGALOW,PGP,1.292422999,103.7799725,DAMAGED PROPERTY
8330,1449,1449,Terroristic Threats,Arrest,2023-03-28 13:40:00,2023,87,3,1,day_weekday,SHEARS HALL/KENT RIDGE HALL SHARED SPACE,HALL,1.291624699,103.7751793,LOST AND FOUND
8331,1450,1450,Harassment: Bias Incident,Open Investigation,2023-06-11 21:57:00,2023,162,6,6,weekend,YALE RESIDENTIAL COLLEGE 1,UTown,1.305971181,103.7720215,LOST AND FOUND
8332,1451,1451,Theft, Closed,2023-06-27 21:09:00,2023,178,6,1,day_weekday,BRENNER CTR FOR MOLECULAR MED,FOS,1.294813169,103.7806383,LOST AND FOUND
8333,1452,1452,Theft: Criminal Mischief,Open Investigation,2023-08-26 07:25:00,2023,238,8,5,weekend,KENT VALE CHILD CARE CENTRE,KV,1.301492828,103.7689924,LOST AND FOUND
8334,1453,1453,Burglary,Arrest,2023-08-17 10:57:00,2023,229,8,3,day_weekday,KE VII HALL (BLOCK E),PGP,1.29305545,103.7807199,LOST AND FOUND
8335,1454,1454,Possession of Burglary Tools 2,Open Investigation,2023-01-13 01:12:00,2023,13,1,4,day_weekday,HON SUI SEN MEMORIAL LIBRARY,BIZ,1.293089851,103.7745597,LOST AND FOUND
8336,1455,1455,False Public Alarm,Open Investigation,2023-04-13 09:15:00,2023,103,4,3,day_weekday,KENT VALE GUARDHOUSE,HALL,1.302213361,103.7692536,LOST AND FOUND
8337,1456,1456,Theft,Open Investigation,2023-05-20 21:22:00,2023,140,5,5,weekend,YALE WEST CORE,UTown,1.308169683,103.7723937,LOST AND FOUND
8338,1457,1457,Theft,Open Investigation,2023-02-15 15:53:00,2023,46,2,2,day_weekday,KENT RIDGE (COMMUNAL HALL),HALL,1.29179854,103.7747805,LOST AND FOUND
8339,1458,1458,Attempted Extortion,Arrest,2023-03-16 11:42:00,2023,75,3,3,day_weekday,PGP RESIDENCES (BLOCK 24),PGP,1.290409214,103.7806802,LOST AND FOUND
8340,1459,1459,Fraud,,2022-11-23 23:57:00,2022,327,11,2,day_weekday,TEMBUSU COLLEGE- MAIN BLK,UTown,1.306170497,103.7737562,DAMAGED PROPERTY
8341,1460,1460,Theft,Open Investigation,2022-12-29 13:43:00,2022,363,12,3,day_weekday,PGP RESIDENCES (BLOCK 29),PGP,1.290130186,103.7816738,LOST AND FOUND
8342,1461,1461,Trespass,Open Investigation,2023-03-10 03:50:00,2023,69,3,4,day_weekday,INNOVATION 4.0,PGP,1.294254531,103.775948,EMERGENCY INCIDENTS
8343,1462,1462,Harassment,Open Investigation,2022-08-27 12:29:00,2022,239,8,5,weekend,RAFFLES HALL (COMMUNAL HALL),YIH,1.300002869,103.7739354,DAMAGED PROPERTY
8344,1463,1463,Theft,Open Investigation,2023-01-19 01:28:00,2023,19,1,3,day_weekday,PGP RESIDENCES (BLOCK 26),PGP,1.29068027,103.7815813,LOST AND FOUND
8345,1464,1464,Shoplifting,Arrest,2023-07-19 09:21:00,2023,200,7,2,day_weekday,LECTURE THEATRE 36 (ALICE AND PETER TAN),FOS,1.295172313,103.7814043,STOLEN ITEMS
8346,1465,1465,Shoplifting ,Judicial Referral,2023-01-22 21:54:00,2023,22,1,6,weekend,PGPR CARPARK,PGP,1.290814479,103.7812394,LOST AND FOUND
8347,1466,1466,Shoplifting ,unfounded,2023-01-19 01:42:00,2023,19,1,3,day_weekday,ENGINEERING BLOCK 2A (EDIC),CDE,1.29880703,103.7713411,LOST AND FOUND
8348,1467,1467,Attempted Extortion,Open Investigation,2023-02-28 00:26:00,2023,59,2,1,day_weekday,MEDICINE BLOCK 10,FOS,1.296461007,103.7817485,LOST AND FOUND
8349,1468,1468,Disorderly Conduct,Closed,2023-01-21 08:33:00,2023,21,1,5,weekend,UNIVERSITY HEALTH CENTRE,YIH,1.299028198,103.776488,SEXUAL INCIDENTS
8350,1469,1469,Trespassing,Open Investigation,2023-01-09 07:10:00,2023,9,1,0,day_weekday,E6 CARPARK,CDE,1.299504478,103.7728039,DAMAGED PROPERTY
8351,1470,1470,Fraud,Open Investigation,2022-12-24 17:35:00,2022,358,12,5,weekend,KENT RIDGE HALL (BLOCK B),HALL,1.291333703,103.7747351,DAMAGED PROPERTY
8352,1471,1471,Theft, Arrest,2023-03-09 18:24:00,2023,68,3,3,day_weekday,RIDGE VIEW RESIDENCE (BLOCK E),YIH,1.298622717,103.7762558,LOST AND FOUND
8353,1472,1472,Theft,Open Investigation,2023-01-13 10:52:00,2023,13,1,4,day_weekday,INNOVATION 4.0,PGP,1.294254531,103.775948,LOST AND FOUND
8354,1473,1473,Theft,Open Investigation,2023-01-28 23:35:00,2023,28,1,5,weekend,"KENT VALE APARTMENT BLK D, 113",KV,1.302189396,103.7678817,LOST AND FOUND
8355,1474,1474,Defiant Trespass,Open Investigation,2023-04-25 12:03:00,2023,115,4,1,day_weekday,T-LAB CARPARK,CDE,1.299936148,103.7722517,LOST AND FOUND
8356,1475,1475,Trespassing,Open Investigation,2023-10-30 06:50:00,2023,303,10,0,day_weekday,SHEARES HALL (BLOCK B),HALL,1.291344242,103.7756961,DAMAGED PROPERTY
8357,1476,1476,Theft: Criminal Mischief,Open Investigation,2023-11-30 09:43:00,2023,334,11,3,day_weekday,YSTCM CARPARK,UCC,1.302406233,103.7720861,LOST AND FOUND
8358,1477,1477,Harassment,Open Investigation,2023-11-17 05:35:00,2023,321,11,4,day_weekday,COMPUTING BLOCK 3,SOC,1.294839606,103.77459,DAMAGED PROPERTY
8359,1478,1478,Theft,Open Investigation,2023-01-08 12:22:00,2023,8,1,6,weekend,RAFFLES HALL (BLOCK E),YIH,1.300036252,103.7737858,LOST AND FOUND
8360,1479,1479,Theft: Criminal Mischief,Closed,2022-10-01 19:37:00,2022,274,10,5,weekend,SCIENCE BLOCK 7,FOS,1.296276183,103.7788705,LOST AND FOUND
8361,1480,1480,Fraud,Open Investigation,2022-11-29 23:19:00,2022,333,11,1,day_weekday,EUSOFF HALL (BLOCK C),HALL,1.293426406,103.7701612,DAMAGED PROPERTY
8362,1481,1481,Theft,Arrest,2022-10-21 20:44:00,2022,294,10,4,day_weekday,PGP RESIDENCES (BLOCK 11),PGP,1.290736963,103.7800896,LOST AND FOUND
8363,1482,1482,Theft,Unfounded,2023-04-16 17:14:00,2023,106,4,6,weekend,TEMASEK HALL (BLOCK D),HALL,1.292631835,103.7717399,LOST AND FOUND
8364,1483,1483,Rape,Open Investigation,2023-09-10 22:09:00,2023,253,9,6,weekend,KE VII HALL (BLOCK H),PGP,1.293037911,103.7801553,SEXUAL INCIDENTS
8365,1484,1484,Theft,Open Investigation,2023-07-29 03:16:00,2023,210,7,5,weekend,9 PGP BUNGALOW,PGP,1.293962325,103.7773228,LOST AND FOUND
8366,1485,1485,Theft,Open Investigation,2022-10-13 18:53:00,2022,286,10,3,day_weekday,COMPUTING BLOCK 3,SOC,1.294839606,103.77459,LOST AND FOUND
8367,1486,1486,Defiant Trespass,Arrest,2022-10-12 06:27:00,2022,285,10,2,day_weekday,ENGINEERING WORKSHOP 1,CDE,1.298988688,103.7705945,LOST AND FOUND
8368,1487,1487,Shoplifting,Judicial Referral,2023-03-03 03:40:00,2023,62,3,4,day_weekday,DATA-CENTRE-NUS HIGH SCHOOL,SOC,1.296769604,103.7802964,STOLEN ITEMS
8369,1488,1488,Rape,Open Investigation,2023-07-07 02:44:00,2023,188,7,4,day_weekday,TEMASEK LIFE SCIENCE LAB,PGP,1.294203503,103.7765942,SEXUAL INCIDENTS
8370,1489,1489,Theft,Unfounded,2023-04-13 06:48:00,2023,103,4,3,day_weekday,BTC-LOUNGE,BTC,1.31861386,103.8170575,LOST AND FOUND
8371,1490,1490,Burglary,Open Investigation,2023-05-30 22:23:00,2023,150,5,1,day_weekday,PGP RESIDENCES (BLOCK 22),PGP,1.290618087,103.780583,LOST AND FOUND
8372,1491,1491,Theft,Open Investigation,2023-07-28 17:13:00,2023,209,7,4,day_weekday,7 PGP BUNGALOW,PGP,1.293238399,103.7780367,LOST AND FOUND
8373,1492,1492,Service of Warrant, Open Investigation,2022-12-27 09:19:00,2022,361,12,1,day_weekday,12A KR BUNGALOW,KR,1.29723462,103.7747589,LOST AND FOUND
8374,1493,1493,Assault,Open Investigation,2022-09-27 00:51:00,2022,270,9,1,day_weekday,CREATE CARPARK,UTown,1.303909748,103.7733772,DAMAGED PROPERTY
8375,1494,1494,Trespass,Open Investigation,2022-12-24 05:29:00,2022,358,12,5,weekend,CINNAMON UNI SCH PROG (USP),UTown,1.306525122,103.7734295,EMERGENCY INCIDENTS
