datetime,Year,DayOfYear,Month,DayOfWeek,time_period,Building,Location,Longtitude,Latitude,Incidents
19/10/23 3:57,2023,292,10,3,day_weekday,BTC-MANASSEH MEYER,BTC,1.319098649,103.8176172,LOST AND FOUND
2/8/23 21:21,2023,214,8,2,day_weekday,PGP RESIDENCES (BLOCK 4),PGP,1.291208032,103.7822304,DAMAGED PROPERTY
13/10/23 15:13,2023,286,10,4,day_weekday,PGP RESIDENCES MPH,PGP,1.290916678,103.780617,DAMAGED PROPERTY
8/10/22 22:34,2022,281,10,5,weekend,TEMASEK HALL (COMMUNAL HALL),HALL,1.292822129,103.7714113,STOLEN ITEMS
1/8/23 7:52,2023,213,8,1,day_weekday,YST CONSERVATORY OF MUSIC,UCC,1.302377886,103.7721105,LOST AND FOUND
15/12/22 0:10,2022,349,12,3,day_weekday,UNIVERSITY HEALTH CENTRE,YIH,1.299028198,103.776488,STOLEN ITEMS
25/1/23 5:17,2023,25,1,2,day_weekday,PGP RESIDENCES (BLOCK 10),PGP,1.290733171,103.7799493,LOST AND FOUND
17/7/23 17:45,2023,198,7,0,day_weekday,YALE RESIDENTIAL COLLEGE 3,UTown,1.30762857,103.7719629,LOST AND FOUND
8/4/23 9:41,2023,98,4,5,weekend,5 KR BUNGALOW,KR,1.294572999,103.7796455,LOST AND FOUND
21/11/22 19:06,2022,325,11,0,day_weekday,NUS SOCIETY-GUILD HOUSE,BIZ,1.293333299,103.7730449,LOST AND FOUND
27/10/23 0:55,2023,300,10,4,day_weekday,SHEARES HALL (BLOCK D),HALL,1.291192735,103.7752897,LOST AND FOUND
13/9/23 6:20,2023,256,9,2,day_weekday,PGP RESIDENCES (BLOCK 25),PGP,1.290200342,103.7806037,STOLEN ITEMS
25/6/23 21:20,2023,176,6,6,weekend,PGP RESIDENCES (BLOCK 1),PGP,1.291477493,103.7828939,LOST AND FOUND
13/9/23 13:28,2023,256,9,2,day_weekday,LECTURE THEATRE 13,FASS,1.295043651,103.7709322,LOST AND FOUND
1/11/22 0:00,2022,305,11,1,day_weekday,LECTURE THEATRE 1,CDE,1.299442762,103.7711115,DAMAGED PROPERTY
15/8/23 15:37,2023,227,8,1,day_weekday,MULTI-PURPOSE HALL 5 & 6,YIH,1.300997486,103.7757629,SEXUAL INCIDENTS
3/3/23 3:33,2023,62,3,4,day_weekday,"KENT VALE APT GERANIUM BLK, 101",KV,1.302632395,103.7695178,DAMAGED PROPERTY
9/6/23 22:00,2023,160,6,4,day_weekday,KE VII HALL (BLOCK E),PGP,1.29305545,103.7807199,LOST AND FOUND
22/6/23 10:05,2023,173,6,3,day_weekday,BTC-EU TONG SEN,BTC,1.318461229,103.8168299,STOLEN ITEMS
21/1/23 11:57,2023,21,1,5,weekend,PGP RESIDENCES (BLOCK 28),PGP,1.290281658,103.7817217,STOLEN ITEMS
26/2/23 16:21,2023,57,2,6,weekend,RIDGE VIEW RESIDENCE (BLOCK C),YIH,1.298081545,103.776434,LOST AND FOUND
31/8/23 12:49,2023,243,8,3,day_weekday,LECTURE THEATRE 17,SOC,1.293649503,103.7739846,LOST AND FOUND
15/7/23 1:27,2023,196,7,5,weekend,PGP RESIDENCES (BLOCK 22),PGP,1.290618087,103.780583,LOST AND FOUND
7/12/22 17:38,2022,341,12,2,day_weekday,PGP RESIDENCES (BLOCK 2),PGP,1.291369071,103.7826626,LOST AND FOUND
17/11/22 2:59,2022,321,11,3,day_weekday,7 PGP BUNGALOW,PGP,1.293238399,103.7780367,LOST AND FOUND
18/4/23 6:18,2023,108,4,1,day_weekday,14 KR BUNGALOW,KR,1.297439351,103.7744566,LOST AND FOUND
22/12/22 6:45,2022,356,12,3,day_weekday,RIDGE VIEW RESIDENCE (BLOCK G),YIH,1.298435562,103.7757528,DAMAGED PROPERTY
25/8/23 14:21,2023,237,8,4,day_weekday,ENGINEERING BLOCK 5,CDE,1.298084101,103.7724236,STOLEN ITEMS
10/2/23 1:30,2023,41,2,4,day_weekday,AS8 CARPARK,FASS,1.295895333,103.7720224,DAMAGED PROPERTY
9/1/23 10:25,2023,9,1,0,day_weekday,9 KR BUNGALOW,KR,1.294339477,103.7782597,STOLEN ITEMS
22/1/23 5:17,2023,22,1,6,weekend,EUSOFF HALL (BLOCK B),HALL,1.293104328,103.769989,LOST AND FOUND
4/5/23 16:10,2023,124,5,3,day_weekday,SHEARES HALL (COMMUNAL HALL),HALL,1.291537312,103.7756853,LOST AND FOUND
12/1/23 12:41,2023,12,1,3,day_weekday,KE VII HALL (BLOCK C),PGP,1.2930985,103.7806927,LOST AND FOUND
25/9/22 9:44,2022,268,9,6,weekend,COMPUTING BLOCK 3,SOC,1.294839606,103.77459,DAMAGED PROPERTY
11/7/23 9:11,2023,192,7,1,day_weekday,BUSINESS BLOCK 1-MOCHTAR RIADY,BIZ,1.292482077,103.7740684,LOST AND FOUND
17/6/23 15:20,2023,168,6,5,weekend,KENT RIDGE HALL (BLOCK C),HALL,1.291532109,103.7746841,DAMAGED PROPERTY
12/11/22 8:41,2022,316,11,5,weekend,TEMBUSU COLLEGE- MAIN BLK,UTown,1.306170497,103.7737562,DAMAGED PROPERTY
21/11/22 21:41,2022,325,11,0,day_weekday,CTR FOR THE ARTS,YIH,1.29917139,103.7737631,LOST AND FOUND
25/9/23 22:12,2023,268,9,0,day_weekday,PGP RESIDENCES (BLOCK 16),PGP,1.291523732,103.7801396,LOST AND FOUND
22/10/22 1:35,2022,295,10,5,weekend,PGP RESIDENCES (BLOCK 27),PGP,1.29056547,103.7816148,LOST AND FOUND
1/5/23 18:50,2023,121,5,0,day_weekday,HON SUI SEN MEMORIAL LIBRARY,BIZ,1.293089851,103.7745597,LOST AND FOUND
19/4/23 11:10,2023,109,4,2,day_weekday,PGP RESIDENCES (BLOCK 17),PGP,1.291327615,103.7802401,LOST AND FOUND
1/6/23 12:18,2023,152,6,3,day_weekday,MEDICINE BLOCK 10,FOS,1.296461007,103.7817485,LOST AND FOUND
5/10/23 8:18,2023,278,10,3,day_weekday,TEMASEK HALL (BLOCK B),HALL,1.292689235,103.7705357,STOLEN ITEMS
14/8/23 4:54,2023,226,8,0,day_weekday,SRC MINI GRAND STAND,YIH,1.298645794,103.7777397,DAMAGED PROPERTY
8/11/23 19:45,2023,312,11,2,day_weekday,SHEARES HALL (BLOCK E),HALL,1.291117652,103.7758047,LOST AND FOUND
15/10/23 8:32,2023,288,10,6,weekend,BTC-OEI TIONG HAM,BTC,1.319309565,103.8180432,LOST AND FOUND
18/6/23 3:50,2023,169,6,6,weekend,UTOWN RESIDENCE-NORTH TOWER,UTown,1.305337891,103.7737981,DAMAGED PROPERTY
2/8/23 8:54,2023,214,8,2,day_weekday,CREATE CARPARK,UTown,1.303909748,103.7733772,DAMAGED PROPERTY
14/6/23 19:21,2023,165,6,2,day_weekday,ENGINEERING BLOCK 4A,CDE,1.29859899,103.7725782,LOST AND FOUND
14/7/23 14:55,2023,195,7,4,day_weekday,FASS BLK7 (SHAW FDN BLDG),FASS,1.293258477,103.7733817,LOST AND FOUND
2/1/23 17:20,2023,2,1,0,day_weekday,BTC-MANASSEH MEYER,BTC,1.319098649,103.8176172,LOST AND FOUND
13/10/22 17:24,2022,286,10,3,day_weekday,MEDICINE + SCIENCE LIBRARY,FOS,1.296996168,103.7813784,SEXUAL INCIDENTS
19/1/23 5:41,2023,19,1,3,day_weekday,MEDICINE BLOCK 10,FOS,1.296461007,103.7817485,LOST AND FOUND
18/1/23 2:00,2023,18,1,2,day_weekday,NUS STAFF CLUB,YIH,1.299177323,103.7758619,DAMAGED PROPERTY
24/2/23 5:29,2023,55,2,4,day_weekday,TEMBUSU LEARN LOBE,UTown,1.305895704,103.773492,DAMAGED PROPERTY
13/3/23 12:26,2023,72,3,0,day_weekday,DECOM SUB-STATION 2 (NEAR TEM HALL),HALL,1.292688302,103.773122,STOLEN ITEMS
20/3/23 13:55,2023,79,3,0,day_weekday,KE VII HALL (BLOCK F),PGP,1.293186194,103.7808347,LOST AND FOUND
27/6/23 1:07,2023,178,6,1,day_weekday,KENT VALE CHILD CARE CENTRE,KV,1.301492828,103.7689924,STOLEN ITEMS
20/1/23 21:50,2023,20,1,4,day_weekday,CREATE (UTOWN PLAZA),UTown,1.304638629,103.7726193,LOST AND FOUND
1/3/23 16:07,2023,60,3,2,day_weekday,BTC-LOUNGE,BTC,1.31861386,103.8170575,EMERGENCY INCIDENTS
15/3/23 8:25,2023,74,3,2,day_weekday,SHEARS HALL/KENT RIDGE HALL SHARED SPACE,HALL,1.291624699,103.7751793,LOST AND FOUND
27/10/23 16:05,2023,300,10,4,day_weekday,SCIENCE BLOCK 5,FOS,1.295676384,103.7790261,LOST AND FOUND
17/5/23 20:25,2023,137,5,2,day_weekday,CINNAMON COLLEGE -MAIN BLK,UTown,1.306506139,103.7736295,DAMAGED PROPERTY
23/9/22 23:37,2022,266,9,4,day_weekday,RAFFLES HALL (EXTENSION TO BLOCK B &D),YIH,1.300508386,103.7731637,LOST AND FOUND
24/12/22 23:58,2022,358,12,5,weekend,SCIENCE BLOCK 16,FOS,1.296808335,103.7803681,LOST AND FOUND
24/6/23 5:08,2023,175,6,5,weekend,KE VII HALL (BLOCK F),PGP,1.293186194,103.7808347,STOLEN ITEMS
13/7/23 0:17,2023,194,7,3,day_weekday,SHEARES HALL (COMMUNAL HALL),HALL,1.291537312,103.7756853,LOST AND FOUND
8/10/23 3:22,2023,281,10,6,weekend,17 PGP BUNGALOW,PGP,1.292575481,103.7792351,LOST AND FOUND
21/3/23 16:28,2023,80,3,1,day_weekday,RAFFLES HALL (BLOCK B),YIH,1.300180358,103.7734463,STOLEN ITEMS
16/3/23 16:18,2023,75,3,3,day_weekday,PGP RESIDENCES (BLOCK 28),PGP,1.290281658,103.7817217,LOST AND FOUND
18/10/23 2:36,2023,291,10,2,day_weekday,SCIENCE BLOCK 11,FOS,1.296704611,103.778796,LOST AND FOUND
18/2/23 6:45,2023,49,2,5,weekend,PGP RESIDENCES (BLOCK 9),PGP,1.291154226,103.7797307,LOST AND FOUND
14/7/23 8:39,2023,195,7,4,day_weekday,5 KR BUNGALOW,KR,1.294572999,103.7796455,DAMAGED PROPERTY
9/1/23 14:40,2023,9,1,0,day_weekday,YALE RESIDENTIAL COLLEGE 2,UTown,1.307098618,103.7719809,DAMAGED PROPERTY
17/10/23 4:01,2023,290,10,1,day_weekday,RAFFLES HALL (BLOCK B),YIH,1.300180358,103.7734463,LOST AND FOUND
9/6/23 7:37,2023,160,6,4,day_weekday,PGP RESIDENCES (BLOCK 8),PGP,1.291036666,103.7798218,LOST AND FOUND
23/12/22 13:03,2022,357,12,4,day_weekday,RAFFLES HALL (COMMUNAL HALL),YIH,1.300002869,103.7739354,LOST AND FOUND
25/10/22 6:02,2022,298,10,1,day_weekday,MULTI-PURPOSE HALL 5 & 6,YIH,1.300997486,103.7757629,DAMAGED PROPERTY
7/1/23 1:51,2023,7,1,5,weekend,3 KR BUNGALOW,KR,1.294139769,103.7801066,LOST AND FOUND
4/11/23 13:52,2023,308,11,5,weekend,PGP RESIDENCES (BLOCK 9),PGP,1.291154226,103.7797307,LOST AND FOUND
18/6/23 20:02,2023,169,6,6,weekend,YALE RESIDENTIAL COLLEGE 1,UTown,1.305971181,103.7720215,LOST AND FOUND
27/8/23 21:12,2023,239,8,6,weekend,6 KR BUNGALOW,KR,1.294604043,103.7789697,STOLEN ITEMS
15/3/23 3:13,2023,74,3,2,day_weekday,BIZ1 CARPARK,BIZ,1.292703782,103.7746058,LOST AND FOUND
28/8/23 13:05,2023,240,8,0,day_weekday,RESIDENT COLLEGE 4,UTown,1.308193728,103.7734166,STOLEN ITEMS
4/9/23 7:58,2023,247,9,0,day_weekday,YALE SPORTS HALL,UTown,1.307810335,103.7726519,SEXUAL INCIDENTS
5/2/23 3:49,2023,36,2,6,weekend,RESIDENT COLLEGE 4,UTown,1.308193728,103.7734166,DAMAGED PROPERTY
7/2/23 14:02,2023,38,2,1,day_weekday,ISS CARPARK,SOC,1.291998285,103.7766803,EMERGENCY INCIDENTS
10/8/23 22:01,2023,222,8,3,day_weekday,PGP RESIDENCES (BLOCK 16),PGP,1.291523732,103.7801396,DAMAGED PROPERTY
24/12/22 10:46,2022,358,12,5,weekend,PGP RESIDENCES (BLOCK 5),PGP,1.291343839,103.7799128,LOST AND FOUND
7/9/22 8:12,2022,250,9,2,day_weekday,ENGINEERING BLOCK 1,CDE,1.298761566,103.7710794,LOST AND FOUND
27/3/23 3:33,2023,86,3,0,day_weekday,ENGINEERING WORKSHOP 1A,CDE,1.298073579,103.7708804,LOST AND FOUND
21/1/23 6:17,2023,21,1,5,weekend,RAFFLES HALL (BLOCK E),YIH,1.300036252,103.7737858,DAMAGED PROPERTY
7/4/23 8:26,2023,97,4,4,day_weekday,KE VII HALL (BLOCK A),PGP,1.292733372,103.7806752,LOST AND FOUND
22/7/23 9:01,2023,203,7,5,weekend,8 PGP BUNGALOW,PGP,1.293596473,103.7775181,LOST AND FOUND
25/1/23 4:23,2023,25,1,2,day_weekday,5 PGP BUNGALOW,PGP,1.293103799,103.7786261,LOST AND FOUND
8/3/23 4:03,2023,67,3,2,day_weekday,ENGINEERING BLOCK 4,CDE,1.298397303,103.7723018,LOST AND FOUND
29/7/23 6:28,2023,210,7,5,weekend,PGP RESIDENCES (BLOCK 16),PGP,1.291523732,103.7801396,SEXUAL INCIDENTS
4/7/23 18:19,2023,185,7,1,day_weekday,KE VII HALL (BLOCK D),PGP,1.293315344,103.7803833,DAMAGED PROPERTY
20/12/22 6:33,2022,354,12,1,day_weekday,18 EVANS BUNGALOW,BTC,1.317911647,103.8197614,LOST AND FOUND
20/9/23 14:57,2023,263,9,2,day_weekday,PGP RESIDENCES (BLOCK 30),PGP,1.290514448,103.781795,DAMAGED PROPERTY
29/11/22 19:31,2022,333,11,1,day_weekday,PGP RESIDENCES (BLOCK 16),PGP,1.291523732,103.7801396,SEXUAL INCIDENTS
21/11/23 11:50,2023,325,11,1,day_weekday,SHEARES HALL (BLOCK E),HALL,1.291117652,103.7758047,LOST AND FOUND
10/7/23 6:43,2023,191,7,0,day_weekday,RIDGE VIEW RESIDENCE (BLOCK G),YIH,1.298435562,103.7757528,STOLEN ITEMS
14/1/23 0:56,2023,14,1,5,weekend,"KENT VALE APARTMENT BLK G, 115",KV,1.30249388,103.7703148,DAMAGED PROPERTY
29/1/23 23:48,2023,29,1,6,weekend,YALE RESIDENTIAL COLLEGE 1,UTown,1.305971181,103.7720215,LOST AND FOUND
27/12/22 11:23,2022,361,12,1,day_weekday,ENGINEERING BLOCK 3A,CDE,1.300324497,103.7714214,LOST AND FOUND
1/6/23 2:59,2023,152,6,3,day_weekday,CTR FOR THE ARTS,YIH,1.29917139,103.7737631,LOST AND FOUND
2/10/23 0:39,2023,275,10,0,day_weekday,5 PGP BUNGALOW,PGP,1.293103799,103.7786261,DAMAGED PROPERTY
20/2/23 17:28,2023,51,2,0,day_weekday,TEMASEK HALL (BLOCK D),HALL,1.292631835,103.7717399,DAMAGED PROPERTY
25/3/23 23:58,2023,84,3,5,weekend,KENT RIDGE (COMMUNAL HALL),HALL,1.29179854,103.7747805,STOLEN ITEMS
20/9/23 15:50,2023,263,9,2,day_weekday,DISTRICT COOLING PLANT,UTown,1.305365366,103.7718175,LOST AND FOUND
24/6/23 2:48,2023,175,6,5,weekend,TEMASEK HALL (COMMUNAL HALL),HALL,1.292822129,103.7714113,LOST AND FOUND
15/10/23 21:08,2023,288,10,6,weekend,14 KR BUNGALOW,KR,1.297439351,103.7744566,LOST AND FOUND
8/9/23 11:47,2023,251,9,4,day_weekday,DESIGN & ENVIRONMENT BLOCK 2,CDE,1.297396959,103.7711486,EMERGENCY INCIDENTS
10/8/23 5:13,2023,222,8,3,day_weekday,MULTI-PURPOSE HALL 1 - 4,YIH,1.300600712,103.7757473,LOST AND FOUND
8/10/23 19:35,2023,281,10,6,weekend,CANTEEN 1 (TECHNO EDGE),CDE,1.297995633,103.7717593,DAMAGED PROPERTY
10/9/23 20:49,2023,253,9,6,weekend,PGP RESIDENCES (BLOCK 18),PGP,1.291099609,103.7804155,LOST AND FOUND
30/3/23 22:52,2023,89,3,3,day_weekday,NATIONAL SINGAPORE WIND TUNNEL,UCC,1.300768273,103.7753832,DAMAGED PROPERTY
2/9/23 6:37,2023,245,9,5,weekend,KE VII HALL (BLOCK E),PGP,1.29305545,103.7807199,DAMAGED PROPERTY
4/3/23 5:37,2023,63,3,5,weekend,7 PGP BUNGALOW,PGP,1.293238399,103.7780367,LOST AND FOUND
28/4/23 5:58,2023,118,4,4,day_weekday,LECTURE THEATRE 8,FASS,1.294142102,103.7718061,DAMAGED PROPERTY
20/9/23 13:01,2023,263,9,2,day_weekday,LECTURE THEATRE 11,FASS,1.295440209,103.7714032,LOST AND FOUND
23/6/23 20:10,2023,174,6,4,day_weekday,LKC NATURAL HISTORY MUSEUM,UCC,1.301379227,103.7730057,LOST AND FOUND
30/10/23 0:56,2023,303,10,0,day_weekday,LECTURE THEATRE 2,CDE,1.299399852,103.7711799,LOST AND FOUND
7/5/23 6:32,2023,127,5,6,weekend,SRC MINI GRAND STAND,YIH,1.298645794,103.7777397,LOST AND FOUND
9/11/22 18:20,2022,313,11,2,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 1,FASS,1.29414275,103.7711509,STOLEN ITEMS
25/4/23 21:33,2023,115,4,1,day_weekday,SCIENCE BLOCK 9,FOS,1.296282948,103.7796125,LOST AND FOUND
6/7/23 9:43,2023,187,7,3,day_weekday,LECTURE THEATRE 13,FASS,1.295043651,103.7709322,LOST AND FOUND
28/11/22 14:12,2022,332,11,0,day_weekday,CANTEEN 2 (THE DECK),FASS,1.294612936,103.7725509,DAMAGED PROPERTY
3/8/23 9:59,2023,215,8,3,day_weekday,TEMASEK HALL (COMMUNAL HALL),HALL,1.292822129,103.7714113,LOST AND FOUND
4/3/23 23:42,2023,63,3,5,weekend,"KENT VALE APARTMENT BLK H, 117",KV,1.302198914,103.7700332,LOST AND FOUND
19/7/23 11:27,2023,200,7,2,day_weekday,LECTURE THEATRE 28,FOS,1.297224305,103.7812648,LOST AND FOUND
27/11/22 19:18,2022,331,11,6,weekend,DSO BUILDING,FOS,1.296243699,103.7813743,STOLEN ITEMS
6/11/23 10:58,2023,310,11,0,day_weekday,HON SUI SEN MEMORIAL LIBRARY,BIZ,1.293089851,103.7745597,STOLEN ITEMS
25/9/23 19:35,2023,268,9,0,day_weekday,YALE EAST CORE,UTown,1.305538246,103.7720734,EMERGENCY INCIDENTS
10/12/22 1:05,2022,344,12,5,weekend,EUSOFF HALL (BLOCK A),HALL,1.292924156,103.7702426,LOST AND FOUND
30/12/22 12:34,2022,364,12,4,day_weekday,BTC-LOUNGE,BTC,1.31861386,103.8170575,LOST AND FOUND
8/2/23 10:03,2023,39,2,2,day_weekday,KUOK FOUNDATION HOUSE,YIH,1.300350998,103.7736453,LOST AND FOUND
2/7/23 23:25,2023,183,7,6,weekend,KENT RIDGE HALL (BLOCK D),HALL,1.291524551,103.7744384,DAMAGED PROPERTY
30/9/23 0:02,2023,273,9,5,weekend,PGP RESIDENCES (BLOCK 16),PGP,1.291523732,103.7801396,DAMAGED PROPERTY
28/7/23 1:31,2023,209,7,4,day_weekday,LECTURE THEATRE 1,CDE,1.299442762,103.7711115,STOLEN ITEMS
5/7/23 3:51,2023,186,7,2,day_weekday,BTC-OEI TIONG HAM,BTC,1.319309565,103.8180432,LOST AND FOUND
8/4/23 21:36,2023,98,4,5,weekend,6 KR BUNGALOW,KR,1.294604043,103.7789697,LOST AND FOUND
21/12/22 10:54,2022,355,12,2,day_weekday,LECTURE THEATRE 13,FASS,1.295043651,103.7709322,EMERGENCY INCIDENTS
28/3/23 12:34,2023,87,3,1,day_weekday,EL SERVICE RESERVOIRS 1&2,CDE,1.299643981,103.7721483,DAMAGED PROPERTY
18/11/22 0:17,2022,322,11,4,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 6,FASS,1.295434799,103.773244,SEXUAL INCIDENTS
18/11/22 11:45,2022,322,11,4,day_weekday,LECTURE THEATRE 32,FOS,1.296130118,103.778317,LOST AND FOUND
15/2/23 17:09,2023,46,2,2,day_weekday,ENGINEERING BLOCK 1A,CDE,1.29933656,103.77082,EMERGENCY INCIDENTS
28/1/23 11:25,2023,28,1,5,weekend,TEMASEK HALL (BLOCK A),HALL,1.293083063,103.7707861,LOST AND FOUND
5/10/23 9:23,2023,278,10,3,day_weekday,ENGINEERING BLOCK 2A (EDIC),CDE,1.29880703,103.7713411,LOST AND FOUND
10/5/23 4:47,2023,130,5,2,day_weekday,UNIVERSITY CULTURAL CENTRE,UCC,1.301613834,103.7722703,SEXUAL INCIDENTS
29/12/22 14:22,2022,363,12,3,day_weekday,14 KR BUNGALOW,KR,1.297439351,103.7744566,LOST AND FOUND
2/7/23 2:53,2023,183,7,6,weekend,PGP RESIDENCES (BLOCK 27),PGP,1.29056547,103.7816148,DAMAGED PROPERTY
19/4/23 16:50,2023,109,4,2,day_weekday,DISTRICT COOLING PLANT,UTown,1.305365366,103.7718175,LOST AND FOUND
6/1/23 17:14,2023,6,1,4,day_weekday,UTOWN RESIDENCE-NORTH TOWER,UTown,1.305337891,103.7737981,STOLEN ITEMS
23/2/23 16:09,2023,54,2,3,day_weekday,SCIENCE BLOCK 7,FOS,1.296276183,103.7788705,LOST AND FOUND
8/12/22 5:11,2022,342,12,3,day_weekday,BIZ1 CARPARK,BIZ,1.292703782,103.7746058,LOST AND FOUND
27/9/23 11:05,2023,270,9,2,day_weekday,KENT RIDGE HALL (BLOCK E),HALL,1.291836332,103.7742191,LOST AND FOUND
7/5/23 17:44,2023,127,5,6,weekend,12A KR BUNGALOW,KR,1.29723462,103.7747589,EMERGENCY INCIDENTS
13/3/23 18:20,2023,72,3,0,day_weekday,PGP RESIDENCES (BLOCK 17),PGP,1.291327615,103.7802401,DAMAGED PROPERTY
26/1/23 6:09,2023,26,1,3,day_weekday,COMPUTING BLOCK 2,SOC,1.294225262,103.7740172,STOLEN ITEMS
13/2/23 15:11,2023,44,2,0,day_weekday,18 EVANS BUNGALOW,BTC,1.317911647,103.8197614,LOST AND FOUND
4/1/23 11:34,2023,4,1,2,day_weekday,KE VII HALL (BLOCK G),PGP,1.293482761,103.7803849,STOLEN ITEMS
26/6/23 12:05,2023,177,6,0,day_weekday,"KENT VALE APARTMENT BLK C, 111",KV,1.301811498,103.7685007,LOST AND FOUND
17/10/22 13:31,2022,290,10,0,day_weekday,ARTS & SOCIAL SCIENCES BLOCK 4,FASS,1.294575688,103.7717937,LOST AND FOUND
19/3/23 9:26,2023,78,3,6,weekend,9 KR BUNGALOW,KR,1.294339477,103.7782597,DAMAGED PROPERTY
7/9/23 21:51,2023,250,9,3,day_weekday,PGP RESIDENCES (BLOCK 21),PGP,1.290472992,103.7804283,DAMAGED PROPERTY
30/9/22 20:47,2022,273,9,4,day_weekday,SRC CARPARK,UTown,1.30067788,103.7756312,DAMAGED PROPERTY
6/2/23 22:07,2023,37,2,0,day_weekday,NUS STAFF CLUB,YIH,1.299177323,103.7758619,DAMAGED PROPERTY
7/11/22 13:14,2022,311,11,0,day_weekday,MULTI-PURPOSE HALL 1 - 4,YIH,1.300600712,103.7757473,LOST AND FOUND
22/10/22 13:33,2022,295,10,5,weekend,CREATE (INNOVATION),UTown,1.303777538,103.7734082,DAMAGED PROPERTY
3/8/23 14:46,2023,215,8,3,day_weekday,14A PGP BUNGALOW,PGP,1.293265034,103.7774589,LOST AND FOUND
8/5/23 10:15,2023,128,5,0,day_weekday,TECH CTR FOR OFFSHORE & MARINE,PGP,1.293515294,103.7769167,DAMAGED PROPERTY
27/8/23 7:13,2023,239,8,6,weekend,6 PGP BUNGALOW,PGP,1.293385625,103.7779056,DAMAGED PROPERTY
24/12/22 9:23,2022,358,12,5,weekend,COLLEGE OF A&P TAN -TOWER,UTown,1.307597799,103.7731505,DAMAGED PROPERTY
25/5/23 22:12,2023,145,5,3,day_weekday,TEMBUSU COLLEGE- MPH,UTown,1.305898714,103.7738473,DAMAGED PROPERTY
30/11/22 0:29,2022,334,11,2,day_weekday,STORE 2 (NEAR KEVII HALL),PGP,1.29243592,103.7806357,LOST AND FOUND
6/10/23 6:15,2023,279,10,4,day_weekday,18A PGP BUNGALOW,PGP,1.292325199,103.7795281,LOST AND FOUND
3/2/23 2:20,2023,34,2,4,day_weekday,COLLEGE OF A&P TAN -MPH,UTown,1.307802118,103.7732463,STOLEN ITEMS
17/2/23 23:16,2023,48,2,4,day_weekday,KENT RIDGE HALL (BLOCK E),HALL,1.291836332,103.7742191,LOST AND FOUND
10/10/23 15:02,2023,283,10,1,day_weekday,EUSOFF HALL (BLOCK C),HALL,1.293426406,103.7701612,DAMAGED PROPERTY
9/5/23 10:40,2023,129,5,1,day_weekday,KE VII HALL (BLOCK F),PGP,1.293186194,103.7808347,LOST AND FOUND
29/11/22 21:27,2022,333,11,1,day_weekday,LECTURE THEATRE 36 (ALICE AND PETER TAN),FOS,1.295172313,103.7814043,LOST AND FOUND
19/9/23 4:00,2023,262,9,1,day_weekday,BTC-BLOCK B,BTC,1.319007737,103.8169549,LOST AND FOUND
4/6/23 11:50,2023,155,6,6,weekend,PGP RESIDENCES (BLOCK 25),PGP,1.290200342,103.7806037,LOST AND FOUND
3/7/23 16:33,2023,184,7,0,day_weekday,MULTI-PURPOSE HALL 1 - 4,YIH,1.300600712,103.7757473,LOST AND FOUND
19/5/23 13:55,2023,139,5,4,day_weekday,14 PGP BUNGALOW,PGP,1.293234255,103.777491,LOST AND FOUND
2/5/23 9:02,2023,122,5,1,day_weekday,LECTURE THEATRE 11,FASS,1.295440209,103.7714032,LOST AND FOUND
6/9/23 10:49,2023,249,9,2,day_weekday,PGPR CARPARK,PGP,1.290814479,103.7812394,LOST AND FOUND
13/4/23 5:03,2023,103,4,3,day_weekday,LECTURE THEATRE 16,SOC,1.293996491,103.7738421,SEXUAL INCIDENTS
4/12/23 5:17,2023,338,12,0,day_weekday,"KENT VALE APARTMENT BLK F, 107",KV,1.30219698,103.767326,LOST AND FOUND
3/11/22 6:22,2022,307,11,3,day_weekday,NATIONAL UNIVERSITY CENTRE FOR ORAL HEALTH SINGAPORE,FOS,1.2959965,103.7832118,LOST AND FOUND
15/9/23 20:14,2023,258,9,4,day_weekday,FOS-RICE SHED C-NEXT TO S3&S4,FOS,1.296022174,103.7792963,DAMAGED PROPERTY
1/12/22 7:43,2022,335,12,3,day_weekday,14 PGP BUNGALOW,PGP,1.293234255,103.777491,EMERGENCY INCIDENTS
9/2/23 2:46,2023,40,2,3,day_weekday,CRISP (NEAR KEVII HALL),PGP,1.297892325,103.7806502,LOST AND FOUND
19/12/22 1:35,2022,353,12,0,day_weekday,TEMASEK HALL (BLOCK A),HALL,1.293083063,103.7707861,LOST AND FOUND
5/9/23 22:12,2023,248,9,1,day_weekday,LECTURE THEATRE 35 (PETER AND MARY FU),FOS,1.29530784,103.7814362,SEXUAL INCIDENTS
4/3/23 20:57,2023,63,3,5,weekend,4 PGP BUNGALOW,PGP,1.292756725,103.7793448,LOST AND FOUND
8/5/23 13:02,2023,128,5,0,day_weekday,MEDICINE BLOCK 10,FOS,1.296461007,103.7817485,EMERGENCY INCIDENTS
25/3/23 23:10,2023,84,3,5,weekend,PGP RESIDENCES (BLOCK 14),PGP,1.291885671,103.7801364,LOST AND FOUND
6/1/23 22:50,2023,6,1,4,day_weekday,CANTEEN 1 (TECHNO EDGE),CDE,1.297995633,103.7717593,LOST AND FOUND
3/8/23 22:19,2023,215,8,3,day_weekday,2 KR BUNGALOW,KR,1.293895125,103.7802656,DAMAGED PROPERTY
