,Unnamed: 0,Classification,Disposition,datetime,time period,Year,DayOfYear,Month,DayOfWeek,time_period,Location,Building
296,296,Theft, Arrest,2023-10-17 04:01:00,day_weekday,2023,290,10,1,day_weekday,BTC,"KENT VALE APARTMENT BLK D, 113"
297,297,Theft,Open Investigation,2023-06-09 07:37:00,day_weekday,2023,160,6,4,day_weekday,PGP,SUB-STATION/BIN CENTRE
298,298,Theft,Open Investigation,2022-12-23 13:03:00,day_weekday,2022,357,12,4,day_weekday,KR,LECTURE THEATRE 10
299,299,Harassment,Open Investigation,2022-10-25 06:02:00,day_weekday,2022,298,10,1,day_weekday,PGP,BRENNER CTR FOR MOLECULAR MED
300,300,Defiant Trespass: Aggravated Assault,Open Investigation,2023-01-07 01:51:00,weekend,2023,7,1,5,weekend,PGP,TEMASEK HALL (BLOCK C)
301,301,Theft,Unfounded,2023-11-04 13:52:00,weekend,2023,308,11,5,weekend,YIH,PGP RESIDENCES (BLOCK 22)
302,302,Harassment: Bias Incident,Open Investigation,2023-06-18 20:02:00,weekend,2023,169,6,6,weekend,HALL,PGP RESIDENCES (BLOCK 1)
303,303,Shoplifting,unfounded,2023-08-27 21:12:00,weekend,2023,239,8,6,weekend,PGP,RESIDENT COLLEGE 4 -MPH
304,304,Domestic Violence: Harassment,Arrest,2023-03-15 03:13:00,day_weekday,2023,74,3,2,day_weekday,HALL,LECTURE THEATRE 28
305,305,Criminal Mischief,Arrest,2023-08-28 13:05:00,day_weekday,2023,240,8,0,day_weekday,HALL,11 KR BUNGALOW
306,306,Lewdness,Unfounded,2023-09-04 07:58:00,day_weekday,2023,247,9,0,day_weekday,SOC,DINING HALL (RC4 & CAPT)
307,307,Fraud,Open Investigation,2023-02-05 03:49:00,weekend,2023,36,2,6,weekend,PGP,YSTCM CARPARK
308,308,Trespass,Unfounded,2023-02-07 14:02:00,day_weekday,2023,38,2,1,day_weekday,PGP,LECTURE THEATRE 2
309,309,Trespassing,Open Investigation,2023-08-10 22:01:00,day_weekday,2023,222,8,3,day_weekday,HALL,11 KR BUNGALOW
310,310,Assault: Domestic Violence,Arrest,2022-12-24 10:46:00,weekend,2022,358,12,5,weekend,FOS,RESIDENT COLLEGE 4 -MPH
311,311,Shoplifting ,Open Investigation,2022-09-07 08:12:00,day_weekday,2022,250,9,2,day_weekday,PGP,EXPERIMENTAL HOUSE
312,312,False Public Alarm,Arrest,2023-03-27 03:33:00,day_weekday,2023,86,3,0,day_weekday,PGP,8 PGP BUNGALOW
313,313,Trespassing,Open Investigation,2023-01-21 06:17:00,weekend,2023,21,1,5,weekend,PGP,KE VII HALL (COMMUNAL HALL)
314,314,Harassment: Bias Incident,Arrest,2023-04-07 08:26:00,day_weekday,2023,97,4,4,day_weekday,BTC,DNMS CARPARK
315,315,Theft,Unfounded,2023-07-22 09:01:00,weekend,2023,203,7,5,weekend,PGP,PGP RESIDENCES (BLOCK 4)
316,316,Harassment: Bias Incident,Open Investigation,2023-01-25 04:23:00,day_weekday,2023,25,1,2,day_weekday,CDE,4 PGP BUNGALOW
317,317,Harassment: Fraud,Judicial Referral,2023-03-08 04:03:00,day_weekday,2023,67,3,2,day_weekday,CDE,MD BLK 1  (TAHIR FDN BLDG)
318,318,Rape,Open Investigation,2023-07-29 06:28:00,weekend,2023,210,7,5,weekend,FOS,KENT RIDGE HALL (BLOCK C)
319,319,Trespassing,Unfounded,2023-07-04 18:19:00,day_weekday,2023,185,7,1,day_weekday,KR,2 KR BUNGALOW
320,320,Theft: Criminal Mischief,Open Investigation,2022-12-20 06:33:00,day_weekday,2022,354,12,1,day_weekday,PGP,8 PGP BUNGALOW
321,321,Fraud,Judicial Referral,2023-09-20 14:57:00,day_weekday,2023,263,9,2,day_weekday,HALL,LECTURE THEATRE 15
322,322,Rape,,2022-11-29 19:31:00,day_weekday,2022,333,11,1,day_weekday,UTown,YALE SPORTS HALL
323,323,Theft,Open Investigation,2023-11-21 11:50:00,day_weekday,2023,325,11,1,day_weekday,PGP,KENT VALE GUARDHOUSE
324,324,Criminal Mischief,Open Investigation,2023-07-10 06:43:00,day_weekday,2023,191,7,0,day_weekday,HALL,NUHS TOWER BLOCK
325,325,Trespassing, Arrest,2023-01-14 00:56:00,weekend,2023,14,1,5,weekend,CDE,YALE RESIDENTIAL COLLEGE 1
326,326,Theft,Arrest,2023-01-29 23:48:00,weekend,2023,29,1,6,weekend,FOS,SUB-STATION 4 (NEAR KEVII)
327,327,Theft,Open Investigation,2022-12-27 11:23:00,day_weekday,2022,361,12,1,day_weekday,PGP,BTC-BIN CENTRE
328,328,Defiant Trespass,Open Investigation,2023-06-01 02:59:00,day_weekday,2023,152,6,3,day_weekday,UTown,TEMASEK HALL (BLOCK D)
329,329,Trespassing,Arrest,2023-10-02 00:39:00,day_weekday,2023,275,10,0,day_weekday,PGP,MD11 CARPARK
330,330,Fraud,Unfounded,2023-02-20 17:28:00,day_weekday,2023,51,2,0,day_weekday,FOS,STEPHEN RIADY CENTRE
331,331,Criminal Mischief,Open Investigation,2023-03-25 23:58:00,weekend,2023,84,3,5,weekend,PGP,LECTURE THEATRE 2
332,332,Theft,Open Investigation,2023-09-20 15:50:00,day_weekday,2023,263,9,2,day_weekday,KR,SUB-STATION 3 (NEAR S13)
333,333,Theft,Unfounded,2023-06-24 02:48:00,weekend,2023,175,6,5,weekend,FOS,KE VII HALL (BLOCK F)
334,334,Liquor Law Violation,,2023-10-15 21:08:00,weekend,2023,288,10,6,weekend,YIH,BTC-FEDERAL
335,335,Trespass,unfounded,2023-09-08 11:47:00,day_weekday,2023,251,9,4,day_weekday,UTown,RIDGE VIEW RESIDENCE (BLOCK A)
336,336,Theft,Open Investigation,2023-08-10 05:13:00,day_weekday,2023,222,8,3,day_weekday,UTown,PGP RESIDENCES (BLOCK 23)
337,337,Assault,Open Investigation,2023-10-08 19:35:00,weekend,2023,281,10,6,weekend,UTown,16 EVANS BUNGALOW
338,338,False Public Alarm,Open Investigation,2023-09-10 20:49:00,weekend,2023,253,9,6,weekend,KR,EUSOFF HALL (BLOCK D)
339,339,Assault,unfounded,2023-03-30 22:52:00,day_weekday,2023,89,3,3,day_weekday,YIH,"KENT VALE APARTMENT BLK F, 107"
340,340,Fraud,Arrest,2023-09-02 06:37:00,weekend,2023,245,9,5,weekend,PGP,RESIDENT COLLEGE 4 -MPH
341,341,Service of Warrant,Open Investigation,2023-03-04 05:37:00,weekend,2023,63,3,5,weekend,HALL,TEMASEK HALL (BLOCK E)
342,342,Harassment,Arrest,2023-04-28 05:58:00,day_weekday,2023,118,4,4,day_weekday,BTC,YALE EAST CORE
343,343,Theft,Open Investigation,2023-09-20 13:01:00,day_weekday,2023,263,9,2,day_weekday,BIZ,PGP RESIDENCES (BLOCK 8)
344,344,Theft,Open Investigation,2023-06-23 20:10:00,day_weekday,2023,174,6,4,day_weekday,FASS,LECTURE THEATRE 10
345,345,Theft,Arrest,2023-10-30 00:56:00,day_weekday,2023,303,10,0,day_weekday,FOS,MEDICINE + SCIENCE LIBRARY
346,346,Extortion,Arrest,2023-05-07 06:32:00,weekend,2023,127,5,6,weekend,KV,STEPHEN RIADY CENTRE
347,347,Criminal Mischief,Open Investigation,2022-11-09 18:20:00,day_weekday,2022,313,11,2,day_weekday,PGP,I3
348,348,Theft: Criminal Mischief,Arrest,2023-04-25 21:33:00,day_weekday,2023,115,4,1,day_weekday,FASS,CINNAMON LEARN LOBE
349,349,Theft,Arrest,2023-07-06 09:43:00,day_weekday,2023,187,7,3,day_weekday,YIH,LECTURE THEATRE 2
350,350,Fraud,Open Investigation,2022-11-28 14:12:00,day_weekday,2022,332,11,0,day_weekday,PGP,ARTS & SOCIAL SCIENCES BLOCK 3
351,351,Defiant Trespass,Closed,2023-08-03 09:59:00,day_weekday,2023,215,8,3,day_weekday,FOS,TEMASEK HALL (BLOCK D)
352,352,Harassment: Trespassing,Closed,2023-03-04 23:42:00,weekend,2023,63,3,5,weekend,PGP,EUSOFF HALL (BLOCK D)
353,353,Service of Warrant,unfounded,2023-07-19 11:27:00,day_weekday,2023,200,7,2,day_weekday,FOS,YALE WEST CORE
354,354,Criminal Mischief,Unfounded,2022-11-27 19:18:00,weekend,2022,331,11,6,weekend,PGP,"KENT VALE APARTMENT BLK A,103"
355,355,Criminal Mischief,Arrest,2023-11-06 10:58:00,day_weekday,2023,310,11,0,day_weekday,FOS,LECTURE THEATRE 9
356,356,Trespass,Open Investigation,2023-09-25 19:35:00,day_weekday,2023,268,9,0,day_weekday,BTC,RAFFLES HALL (BLOCK A)
357,357,Extortion,Arrest,2022-12-10 01:05:00,weekend,2022,344,12,5,weekend,FOS,MULTI-PURPOSE HALL 1 - 4
358,358,Intimidation,Open Investigation,2022-12-30 12:34:00,day_weekday,2022,364,12,4,day_weekday,CDE,RAFFLES HALL (BLOCK A)
359,359,Theft,Open Investigation,2023-02-08 10:03:00,day_weekday,2023,39,2,2,day_weekday,BTC,ARTS & SOCIAL SCIENCES BLOCK 2
360,360,Trespassing,Arrest,2023-07-02 23:25:00,weekend,2023,183,7,6,weekend,CDE,EUSOFF HALL (BLOCK A)
361,361,Harassment,Open Investigation,2023-09-30 00:02:00,weekend,2023,273,9,5,weekend,PGP,NATIONAL UNIVERSITY CENTRE FOR ORAL HEALTH SINGAPORE
362,362,Shoplifting,Closed,2023-07-28 01:31:00,day_weekday,2023,209,7,4,day_weekday,FOS,LECTURE THEATRE 17
363,363,Theft,Open Investigation,2023-07-05 03:51:00,day_weekday,2023,186,7,2,day_weekday,PGP,TEMASEK HALL (BLOCK E)
364,364,Theft,Open Investigation,2023-04-08 21:36:00,weekend,2023,98,4,5,weekend,PGP,COLLEGE OF A&P TAN -TOWER
365,365,Trespass,Closed,2022-12-21 10:54:00,day_weekday,2022,355,12,2,day_weekday,FASS,LECTURE THEATRE 4
366,366,Harassment,Arrest,2023-03-28 12:34:00,day_weekday,2023,87,3,1,day_weekday,PGP,LECTURE THEATRE 16
367,367,Disorderly Conduct,,2022-11-18 00:17:00,day_weekday,2022,322,11,4,day_weekday,PGP,SCIENCE BLOCK 13
368,368,Theft,Open Investigation,2022-11-18 11:45:00,day_weekday,2022,322,11,4,day_weekday,KV,BTC-LI KA SHING BUILDING
369,369,Trespass,Open Investigation,2023-02-15 17:09:00,day_weekday,2023,46,2,2,day_weekday,KR,COMPUTING BLOCK 2
370,370,Theft: Criminal Mischief,unfounded,2023-01-28 11:25:00,weekend,2023,28,1,5,weekend,HALL,EUSOFF HALL (COMMUNAL HALL)
371,371,Harassment: Stalking,Open Investigation,2023-10-05 09:23:00,day_weekday,2023,278,10,3,day_weekday,HALL,SCIENCE BLOCK 9
372,372,Rape,Closed,2023-05-10 04:47:00,day_weekday,2023,130,5,2,day_weekday,PGP,BIZ1 CARPARK
373,373,Theft,Open Investigation,2022-12-29 14:22:00,day_weekday,2022,363,12,3,day_weekday,YIH,PGP RESIDENCES (BLOCK 18)
374,374,Harassment,Open Investigation,2023-07-02 02:53:00,weekend,2023,183,7,6,weekend,YIH,EXPERIMENTAL HOUSE
375,375,Obstruction of Justice,Closed,2023-04-19 16:50:00,day_weekday,2023,109,4,2,day_weekday,CDE,CINNAMON UNI SCH PROG (USP)
376,376,Shoplifting,Unfounded,2023-01-06 17:14:00,day_weekday,2023,6,1,4,day_weekday,BTC,HON SUI SEN MEMORIAL LIBRARY
377,377,Harassment: Bias Incident,Open Investigation,2023-02-23 16:09:00,day_weekday,2023,54,2,3,day_weekday,KR,KE VII HALL (BLOCK E)
378,378,Domestic Violence: Harassment,Arrest,2022-12-08 05:11:00,day_weekday,2022,342,12,3,day_weekday,YIH,9 KR BUNGALOW
379,379,Theft,Closed,2023-09-27 11:05:00,day_weekday,2023,270,9,2,day_weekday,UTown,LECTURE THEATRE 21
380,380,Trespass,Arrest,2023-05-07 17:44:00,weekend,2023,127,5,6,weekend,UTown,12A KR BUNGALOW
381,381,Harassment,Open Investigation,2023-03-13 18:20:00,day_weekday,2023,72,3,0,day_weekday,UCC,SCIENCE BLOCK 15
382,382,Shoplifting,Closed,2023-01-26 06:09:00,day_weekday,2023,26,1,3,day_weekday,UCC,PGP RESIDENCES (BLOCK 18)
383,383,Theft,Open Investigation,2023-02-13 15:11:00,day_weekday,2023,44,2,0,day_weekday,HALL,LECTURE THEATRE 2
384,384,Criminal Mischief,Open Investigation,2023-01-04 11:34:00,day_weekday,2023,4,1,2,day_weekday,BTC,YALE ADMINISTRATION BLOCK
385,385,Extortion,Arrest,2023-06-26 12:05:00,day_weekday,2023,177,6,0,day_weekday,FOS,9 KR BUNGALOW
386,386,Theft,Closed,2022-10-17 13:31:00,day_weekday,2022,290,10,0,day_weekday,KR,UTOWN RESIDENCE-NORTH TOWER
387,387,Fraud,Unfounded,2023-03-19 09:26:00,weekend,2023,78,3,6,weekend,KV,PGP RESIDENCES (BLOCK 28)
388,388,Trespassing,Arrest,2023-09-07 21:51:00,day_weekday,2023,250,9,3,day_weekday,PGP,2 PGP BUNGALOW
389,389,Trespassing,Unfounded,2022-09-30 20:47:00,day_weekday,2022,273,9,4,day_weekday,PGP,18 EVANS BUNGALOW
390,390,Trespassing,Open Investigation,2023-02-06 22:07:00,day_weekday,2023,37,2,0,day_weekday,PGP,SCIENCE BLOCK 7
391,391,Possession of Burglary Tools 2,Open Investigation,2022-11-07 13:14:00,day_weekday,2022,311,11,0,day_weekday,UTown,UNIVERSITY SPORT CENTRE
392,392,Fraud,Open Investigation,2022-10-22 13:33:00,weekend,2022,295,10,5,weekend,PGP,16 EVANS BUNGALOW
393,393,Domestic Violence: Harassment,Open Investigation,2023-08-03 14:46:00,day_weekday,2023,215,8,3,day_weekday,FASS,AS8 CARPARK
394,394,Harassment,Open Investigation,2023-05-08 10:15:00,day_weekday,2023,128,5,0,day_weekday,CDE,COMPUTING BLOCK 2
395,395,Fraud,Arrest,2023-08-27 07:13:00,weekend,2023,239,8,6,weekend,HALL,RAFFLES HALL (BLOCK C)
396,396,Trespassing,Open Investigation,2022-12-24 09:23:00,weekend,2022,358,12,5,weekend,PGP,BOOSTER PUMP HSE(NEXT LKCNHM)
397,397,Trespassing,Closed,2023-05-25 22:12:00,day_weekday,2023,145,5,3,day_weekday,FOS,MEDICINE BLOCK 3
398,398,Theft,Open Investigation,2022-11-30 00:29:00,day_weekday,2022,334,11,2,day_weekday,PGP,KENT RIDGE (COMMUNAL HALL)
399,399,Harassment: Trespassing,Open Investigation,2023-10-06 06:15:00,day_weekday,2023,279,10,4,day_weekday,FOS,LECTURE THEATRE 29
400,400,Criminal Mischief,Open Investigation,2023-02-03 02:20:00,day_weekday,2023,34,2,4,day_weekday,HALL,NUS ENTERPRISE-JTC BLK71
401,401,Theft,Open Investigation,2023-02-17 23:16:00,day_weekday,2023,48,2,4,day_weekday,YIH,RIDGE VIEW RESIDENCE (BLOCK B)
402,402,Trespassing,Closed,2023-10-10 15:02:00,day_weekday,2023,283,10,1,day_weekday,CDE,BTC-CAFE
403,403,Shoplifting ,Arrest,2023-05-09 10:40:00,day_weekday,2023,129,5,1,day_weekday,KV,ENGINEERING BLOCK 7
404,404,Harassment: Domestic Violence,Arrest,2022-11-29 21:27:00,day_weekday,2022,333,11,1,day_weekday,CDE,ENGINEERING BLOCK 7
405,405,Theft,Open Investigation,2023-09-19 04:00:00,day_weekday,2023,262,9,1,day_weekday,UTown,LECTURE THEATRE 33
406,406,Service of Warrant,Open Investigation,2023-06-04 11:50:00,weekend,2023,155,6,6,weekend,KR,18 EVANS BUNGALOW
407,407,Extortion,Open Investigation,2023-07-03 16:33:00,day_weekday,2023,184,7,0,day_weekday,PGP,7 PGP BUNGALOW
408,408,Harassment: Stalking,Open Investigation,2023-05-19 13:55:00,day_weekday,2023,139,5,4,day_weekday,UTown,YALE FITNESS CENTER
409,409,Terroristic Threats,Arrest,2023-05-02 09:02:00,day_weekday,2023,122,5,1,day_weekday,FOS,CANTEEN 4 (FRONTIER)
410,410,Theft,Closed,2023-09-06 10:49:00,day_weekday,2023,249,9,2,day_weekday,YIH,ENGINEERING BLOCK 2A (EDIC)
411,411,Lewdness,Judicial Referral,2023-04-13 05:03:00,day_weekday,2023,103,4,3,day_weekday,PGP,LECTURE THEATRE 11
412,412,Bias Intimidation,unfounded,2023-12-04 05:17:00,day_weekday,2023,338,12,0,day_weekday,PGP,EUSOFF HALL (BLOCK B)
413,413,Extortion,,2022-11-03 06:22:00,day_weekday,2022,307,11,3,day_weekday,UTown,SCIENCE BLOCK 14
414,414,Trespassing,Closed,2023-09-15 20:14:00,day_weekday,2023,258,9,4,day_weekday,CDE,UTOWN RESIDENCE-NORTH TOWER
415,415,Trespass,Closed,2022-12-01 07:43:00,day_weekday,2022,335,12,3,day_weekday,PGP,ENGINEERING BLOCK 4A
416,416,Harassment: Bias Incident,Open Investigation,2023-02-09 02:46:00,day_weekday,2023,40,2,3,day_weekday,BTC,2 PGP BUNGALOW
417,417,Service of Warrant,Unfounded,2022-12-19 01:35:00,day_weekday,2022,353,12,0,day_weekday,PGP,6 KR BUNGALOW
418,418,Disorderly Conduct,unfounded,2023-09-05 22:12:00,day_weekday,2023,248,9,1,day_weekday,FOS,CANTEEN 1 (TECHNO EDGE)
419,419,False Public Alarm, Open Investigation,2023-03-04 20:57:00,weekend,2023,63,3,5,weekend,PGP,LECTURE THEATRE 34
420,420,Trespass,Open Investigation,2023-05-08 13:02:00,day_weekday,2023,128,5,0,day_weekday,PGP,MD BLK 6 (CTR FOR TRANS  MED)
421,421,Theft,Open Investigation,2023-03-25 23:10:00,weekend,2023,84,3,5,weekend,PGP,PGP RESIDENCES (BLOCK 9)
422,422,Defiant Trespass,Arrest,2023-01-06 22:50:00,day_weekday,2023,6,1,4,day_weekday,UTown,CTR FOR THE ARTS
423,423,Trespassing,Arrest,2023-08-03 22:19:00,day_weekday,2023,215,8,3,day_weekday,PGP,6 KR BUNGALOW
424,424,Trespassing,Open Investigation,2023-04-01 09:19:00,weekend,2023,91,4,5,weekend,PGP,TEMASEK HALL (BLOCK C)
425,425,Theft,Arrest,2023-04-15 09:53:00,weekend,2023,105,4,5,weekend,PGP,SHEARES HALL (BLOCK D)
426,426,Fraud,Open Investigation,2023-01-01 02:31:00,weekend,2023,1,1,6,weekend,YIH,ENGINEERING BLOCK 2A (EDIC)
427,427,Aggravated Assault,Open Investigation,2023-08-17 09:04:00,day_weekday,2023,229,8,3,day_weekday,UTown,DINNING HALL (C&T COLLEGE)
428,428,Theft,unfounded,2022-10-09 00:49:00,weekend,2022,282,10,6,weekend,PGP,EUSOFF HALL (BLOCK A)
429,429,Theft,Arrest,2022-12-14 10:59:00,day_weekday,2022,348,12,2,day_weekday,FOS,KE VII HALL (BLOCK G)
430,430,Rape,Open Investigation,2022-09-11 19:45:00,weekend,2022,254,9,6,weekend,PGP,7 PGP BUNGALOW
431,431,Fraud,Arrest,2023-02-25 04:11:00,weekend,2023,56,2,5,weekend,KV,TEMASEK HALL (BLOCK C)
432,432,Lewdness,Open Investigation,2023-09-29 21:47:00,day_weekday,2023,272,9,4,day_weekday,FOS,DISTRICT COOLING PLANT
433,433,Shoplifting , Arrest,2023-11-04 06:48:00,weekend,2023,308,11,5,weekend,DNMS,5 PGP BUNGALOW
434,434,Trespass,Open Investigation,2023-01-24 01:36:00,day_weekday,2023,24,1,1,day_weekday,CDE,TEMASEK HALL (COMMUNAL HALL)
435,435,Criminal Mischief,Open Investigation,2023-01-22 15:02:00,weekend,2023,22,1,6,weekend,PGP,17 PGP BUNGALOW
436,436,Attempted Theft,Closed,2023-08-08 13:13:00,day_weekday,2023,220,8,1,day_weekday,CDE,LECTURE THEATRE 13
437,437,Trespassing,Judicial Referral,2023-01-01 14:15:00,weekend,2023,1,1,6,weekend,PGP,KE VII HALL (BLOCK B)
438,438,Harassment,Open Investigation,2023-09-02 04:22:00,weekend,2023,245,9,5,weekend,PGP,HENG MUI KENG TERRACE BLOCK B
439,439,Assault,Open Investigation,2023-08-28 02:28:00,day_weekday,2023,240,8,0,day_weekday,UTown,YALE RESIDENTIAL COLLEGE 1
440,440,Criminal Mischief,Closed,2023-02-12 21:34:00,weekend,2023,43,2,6,weekend,HALL,"KENT VALE APARTMENT BLK C, 111"
441,441,Assault,Unfounded,2023-04-19 05:30:00,day_weekday,2023,109,4,2,day_weekday,PGP,DESIGN & ENVIRONMENT BLOCK 2
442,442,Theft,Arrest,2023-03-14 17:53:00,day_weekday,2023,73,3,1,day_weekday,UTown,YALE FITNESS CENTER
443,443,Theft,Open Investigation,2022-11-30 20:55:00,day_weekday,2022,334,11,2,day_weekday,CDE,6 KR BUNGALOW
444,444,Trespass,Closed,2023-02-15 23:51:00,day_weekday,2023,46,2,2,day_weekday,PGP,MEDICINE BLOCK 7
445,445,Defiant Trespass: Aggravated Assault,Closed,2023-04-07 12:06:00,day_weekday,2023,97,4,4,day_weekday,UTown,LECTURE THEATRE 29
446,446,Trespassing, Arrest,2023-02-03 07:26:00,day_weekday,2023,34,2,4,day_weekday,PGP,ARTS & SOCIAL SCIENCES BLOCK 5
447,447,Extortion,Open Investigation,2023-08-29 17:55:00,day_weekday,2023,241,8,1,day_weekday,KV,PGP RESIDENCES CANTEEN 2
448,448,Criminal Mischief,Open Investigation,2022-09-04 23:41:00,weekend,2022,247,9,6,weekend,HALL,11 KR BUNGALOW
449,449,Defiant Trespass, Arrest,2023-05-17 08:09:00,day_weekday,2023,137,5,2,day_weekday,BTC,T-LAB CARPARK
450,450,Shoplifting,,2023-11-13 15:21:00,day_weekday,2023,317,11,0,day_weekday,PGP,LECTURE THEATRE 7
451,451,Shoplifting,Closed,2023-08-29 21:54:00,day_weekday,2023,241,8,1,day_weekday,PGP,12 KR BUNGALOW
452,452,Criminal Mischief,Open Investigation,2023-02-11 02:39:00,weekend,2023,42,2,5,weekend,KV,BIZ1 CARPARK
453,453,Shoplifting,Arrest,2023-01-12 13:37:00,day_weekday,2023,12,1,3,day_weekday,PGP,SCIENCE BLOCK 4
454,454,Harassment,Open Investigation,2023-01-09 15:40:00,day_weekday,2023,9,1,0,day_weekday,FOS,2 PGP BUNGALOW
455,455,Lewdness,Open Investigation,2022-08-31 13:05:00,day_weekday,2022,243,8,2,day_weekday,UCC,BTC-SUB-STATION
456,456,Criminal Mischief,Open Investigation,2023-03-21 00:39:00,day_weekday,2023,80,3,1,day_weekday,PGP,PGP RESIDENCES (BLOCK 19)
457,457,Terroristic Threats,Arrest,2023-03-11 17:59:00,weekend,2023,70,3,5,weekend,FOS,16 EVANS BUNGALOW
458,458,Theft,Arrest,2023-03-18 09:19:00,weekend,2023,77,3,5,weekend,HALL,RIDGE VIEW RESIDENCE (BLOCK E)
459,459,Extortion,Arrest,2023-09-22 11:21:00,day_weekday,2023,265,9,4,day_weekday,UCC,PGP RESIDENCES (BLOCK 21)
460,460,Theft,Open Investigation,2022-11-04 21:29:00,day_weekday,2022,308,11,4,day_weekday,FOS,PGP RESIDENCES (BLOCK 23)
461,461,Trespassing, Closed,2023-09-28 13:29:00,day_weekday,2023,271,9,3,day_weekday,PGP,PGP RESIDENCES (BLOCK 30)
462,462,False Public Alarm,Arrest,2023-03-05 08:42:00,weekend,2023,64,3,6,weekend,PGP,STORE 2 (NEAR KEVII HALL)
463,463,Lewdness,Closed,2023-06-19 14:07:00,day_weekday,2023,170,6,0,day_weekday,UTown,SRC MINI GRAND STAND
464,464,Criminal Mischief,Closed,2023-09-07 19:12:00,day_weekday,2023,250,9,3,day_weekday,YIH,SHEARES HALL (BLOCK D)
465,465,Trespassing,Arrest,2023-02-07 04:32:00,day_weekday,2023,38,2,1,day_weekday,PGP,ARTS & SOCIAL SCIENCES BLOCK 3
466,466,Theft,Open Investigation,2023-08-04 08:37:00,day_weekday,2023,216,8,4,day_weekday,YIH,NUHS TOWER BLOCK
467,467,Harassment, Closed,2023-11-24 06:17:00,day_weekday,2023,328,11,4,day_weekday,PGP,EUSOFF HALL (BLOCK E)
468,468,Trespass,Open Investigation,2022-11-24 02:49:00,day_weekday,2022,328,11,3,day_weekday,PGP,PGP RESIDENCES (BLOCK 6)
469,469,Trespassing,Open Investigation,2023-08-22 13:43:00,day_weekday,2023,234,8,1,day_weekday,FOS,LECTURE THEATRE 11
470,470,Shoplifting,Arrest,2023-07-07 17:05:00,day_weekday,2023,188,7,4,day_weekday,CDE,ARTS & SOCIAL SCIENCES BLOCK 2
471,471,Attempted Extortion,Closed,2022-11-26 17:08:00,weekend,2022,330,11,5,weekend,BTC,SHEARES HALL (BLOCK A)
472,472,Terroristic Threats,Arrest,2023-07-20 03:24:00,day_weekday,2023,201,7,3,day_weekday,BTC,5 PGP BUNGALOW
473,473,Trespassing,Unfounded,2023-10-27 02:59:00,day_weekday,2023,300,10,4,day_weekday,PGP,LECTURE THEATRE 6
474,474,Criminal Mischief,Open Investigation,2023-02-03 06:46:00,day_weekday,2023,34,2,4,day_weekday,YIH,BTC-CJ KOH LIBRARY
475,475,Trespassing,Closed,2023-10-11 12:16:00,day_weekday,2023,284,10,2,day_weekday,UTown,TEMASEK LIFE SCIENCE LAB
476,476,Terroristic Threats,Open Investigation,2023-03-29 09:01:00,day_weekday,2023,88,3,2,day_weekday,KV,ENGINEERING WORKSHOP 1A
477,477,Criminal Mischief,Open Investigation,2022-10-18 10:22:00,day_weekday,2022,291,10,1,day_weekday,FOS,DINING HALL (RC4 & CAPT)
478,478,Theft,Arrest,2023-06-15 13:13:00,day_weekday,2023,166,6,3,day_weekday,FOS,14 KR BUNGALOW
479,479,Intimidation,Closed,2022-12-21 06:02:00,day_weekday,2022,355,12,2,day_weekday,PGP,11 KR BUNGALOW
480,480,Trespassing,Open Investigation,2022-11-12 19:10:00,weekend,2022,316,11,5,weekend,PGP,KENT RIDGE HALL (BLOCK D)
481,481,Identity Theft,Open Investigation,2023-09-07 11:46:00,day_weekday,2023,250,9,3,day_weekday,PGP,BTC-LOUNGE
482,482,Harassment: Bias Incident,Open Investigation,2023-08-03 18:46:00,day_weekday,2023,215,8,3,day_weekday,UTown,CENTRAL STORAGE LIBRARY ANNEX
483,483,Harassment,Unfounded,2022-10-28 09:07:00,day_weekday,2022,301,10,4,day_weekday,PGP,RIDGE VIEW RESIDENCE (BLOCK E)
484,484,Theft, Closed,2023-09-27 07:19:00,day_weekday,2023,270,9,2,day_weekday,HALL,ENGINEERING BLOCK 6
485,485,Shoplifting,Arrest,2022-12-20 09:17:00,day_weekday,2022,354,12,1,day_weekday,FOS,COLLEGE OF A&P TAN -MPH
486,486,Trespass, Open Investigation,2023-01-05 15:15:00,day_weekday,2023,5,1,3,day_weekday,UTown,14 PGP BUNGALOW
487,487,Fraud,Open Investigation,2023-02-11 20:24:00,weekend,2023,42,2,5,weekend,FASS,RAFFLES HALL (BLOCK A)
488,488,Trespassing,Open Investigation,2023-09-29 14:05:00,day_weekday,2023,272,9,4,day_weekday,FOS,ENGINEERING AUDITORIUM
489,489,Criminal Mischief,Unfounded,2023-03-23 00:34:00,day_weekday,2023,82,3,3,day_weekday,PGP,PGP RESIDENCES (BLOCK 9)
490,490,Theft,Open Investigation,2023-07-04 00:38:00,day_weekday,2023,185,7,1,day_weekday,PGP,I3
491,491,Theft,Unfounded,2022-12-30 06:47:00,day_weekday,2022,364,12,4,day_weekday,KR,11 KR BUNGALOW
492,492,Criminal Mischief,Open Investigation,2023-08-06 03:04:00,weekend,2023,218,8,6,weekend,PGP,MULTI-PURPOSE HALL 5 & 6
493,493,Theft,Open Investigation,2023-05-17 11:33:00,day_weekday,2023,137,5,2,day_weekday,CDE,KE VII HALL (BLOCK A)
494,494,Possession of Burglary Tools 2,Arrest,2023-09-10 10:41:00,weekend,2023,253,9,6,weekend,PGP,PGP RESIDENCES (BLOCK 30)
