,Classification,Disposition,datetime
1613,Intimidation,Open Investigation,11/24/2022 03:19
1614,Trespassing,Open Investigation,09/20/2023 17:30
1615,Burglary,Open Investigation,04/30/2023 06:49
1616,Lewdness,Closed,01/18/2023 11:20
1617,Trespassing,Open Investigation,02/05/2023 17:23
1618,Possession of Burglary Tools 2,Open Investigation,03/17/2023 14:03
1619,Assault: Domestic Violence,Arrest,12/31/2022 14:18
1620,Rape,Open Investigation,06/14/2023 15:15
1621,Trespass,Closed,12/18/2022 05:21
1622,Trespass,Arrest,06/16/2023 17:20
1623,Theft,Open Investigation,11/30/2022 12:40
1624,Fraud,Open Investigation,02/28/2023 18:25
1625,Shoplifting,Open Investigation,07/31/2023 23:47
1626,False Public Alarm, Open Investigation,12/05/2022 00:28
1627,Theft,Open Investigation,11/17/2022 16:59
1628,Criminal Mischief,Arrest,05/13/2023 15:45
1629,Harassment,Open Investigation,11/05/2023 22:01
1630,Stalking,Open Investigation,06/24/2023 09:21
1631,Assault: Domestic Violence,Open Investigation,08/03/2023 01:40
1632,Burglary,Open Investigation,09/15/2023 18:24
1633,Harassment,Open Investigation,06/02/2023 23:01
1634,Liquor Law Violation,Closed,05/21/2023 06:20
1635,Lewdness,Open Investigation,02/16/2023 13:45
1636,Theft,Open Investigation,02/03/2023 21:41
1637,Theft,Open Investigation,01/05/2023 08:22
1638,Theft,Open Investigation,01/28/2023 09:05
1639,Theft,Arrest,01/23/2023 07:41
1640,Theft,Open Investigation,08/26/2022 21:19
1641,Shoplifting,Unfounded,07/07/2023 03:56
1642,Theft,Open Investigation,12/03/2022 12:03
1643,Theft,Arrest,09/14/2023 07:46
1644,Criminal Mischief,Closed,12/25/2022 03:50
1645,Trespassing,unfounded,11/10/2022 14:34
1646,Criminal Mischief,Open Investigation,03/08/2023 09:18
1647,Trespass,Open Investigation,03/04/2023 14:22
1648,Criminal Mischief, Arrest,01/10/2023 10:28
1649,Criminal Mischief,Open Investigation,05/16/2023 03:12
1650,Criminal Mischief,Unfounded,09/23/2023 06:15
1651,Criminal Mischief,Open Investigation,01/20/2023 21:48
1652,Shoplifting,Open Investigation,07/05/2023 05:28
1653,Trespassing,Open Investigation,05/02/2023 20:48
1654,Trespass, Arrest,07/27/2023 22:08
1655,Trespassing,Judicial Referral,02/16/2023 23:02
1656,Hindering Possession of Burglary Tools,Open Investigation,11/12/2022 18:32
1657,Criminal Mischief,,07/04/2023 16:23
1658,Theft,Arrest,11/26/2022 04:22
1659,Stalking,Unfounded,03/08/2023 15:24
1660,Terroristic Threats,Open Investigation,09/05/2023 19:12
1661,Criminal Mischief,Open Investigation,02/05/2023 08:55
1662,Harassment,Open Investigation,09/11/2023 00:27
1663,Harassment: Trespassing, Closed,01/02/2023 09:58
1664,Harassment,Arrest,09/10/2023 00:40
