,Classification,Disposition,datetime
1604,Trespass,,03/11/2023 13:40
1605,Attempted Extortion,,11/19/2022 00:15
1606,Criminal Mischief, Arrest,03/30/2023 13:29
1607,Theft,Open Investigation,05/14/2023 07:07
1608,Harassment,,07/26/2023 14:52
1609,Shoplifting ,Arrest,05/26/2023 10:31
1610,Theft,Open Investigation,03/14/2023 17:37
1611,Trespassing,Unfounded,06/11/2023 12:26
1612,Criminal Mischief,Arrest,08/07/2023 07:09
1613,Trespassing,unfounded,09/08/2023 16:05
1614,Intimidation,Open Investigation,04/09/2023 03:33
1615,Trespassing,Arrest,03/07/2023 00:06
1616,Criminal Mischief,Open Investigation,05/03/2023 22:26
1617,Extortion,Open Investigation,10/16/2023 04:12
1618,Trespass, Closed,10/24/2022 20:10
1619,Harassment: Bias Incident,Closed,07/25/2023 10:03
1620,Attempted Fraud,Open Investigation,12/26/2022 23:00
1621,Trespass,Arrest,03/31/2023 02:09
1622,Criminal Mischief,Open Investigation,08/16/2023 00:17
1623,False Public Alarm,Arrest,02/11/2023 20:26
1624,Fraud,Arrest,09/17/2023 09:22
1625,Trespassing,Open Investigation,10/07/2023 03:55
1626,Theft, Open Investigation,11/24/2022 18:50
1627,Trespassing,Closed,01/11/2023 06:31
1628,Theft,Arrest,10/10/2023 11:39
1629,Harassment, Closed,03/21/2023 21:29
1630,Trespass,Open Investigation,01/30/2023 11:50
1631,Theft,Arrest,03/02/2023 22:31
1632,Trespass,Open Investigation,03/03/2023 01:48
1633,Assault,Open Investigation,02/20/2023 18:59
1634,Trespassing,,03/17/2023 18:42
1635,Lewdness,Open Investigation,11/02/2022 15:44
1636,Harassment: Trespassing,Arrest,12/04/2022 10:23
1637,Theft,Open Investigation,01/08/2023 15:49
1638,Theft,Open Investigation,12/28/2022 17:39
1639,Trespassing,Arrest,10/04/2022 08:34
1640,Trespassing,Open Investigation,03/15/2023 11:58
1641,Criminal Mischief,Arrest,12/30/2022 01:17
1642,Theft,Arrest,11/27/2022 06:03
1643,Theft,Arrest,07/31/2023 23:06
1644,Criminal Mischief,Arrest,09/22/2022 11:40
1645,Trespassing,Unfounded,06/01/2023 13:03
1646,Trespassing,Unfounded,04/15/2023 02:18
1647,Theft,Closed,12/15/2022 04:35
1648,Possession of Burglary Tools 2,Open Investigation,07/26/2023 06:59
1649,Attempted Trespass 2,Open Investigation,04/23/2023 00:33
1650,Theft,Unfounded,08/26/2023 23:44
1651,Trespass,Arrest,12/25/2022 02:30
1652,Burglary,Open Investigation,07/09/2023 17:28
1653,Harassment: Bias Incident,Closed,03/22/2023 03:46
1654,Harassment: Domestic Violence,Open Investigation,12/29/2022 00:30
1655,Theft,Open Investigation,11/01/2022 03:40
1656,Harassment: Bias Incident,Closed,11/27/2022 13:27
1657,Trespass,Open Investigation,09/25/2023 10:01
1658,Theft, Arrest,06/07/2023 19:03
1659,Harassment: Bias Incident,Open Investigation,10/28/2022 22:35
1660,Theft,Unfounded,10/19/2022 02:25
1661,Assault,Open Investigation,08/28/2022 08:10
1662,Trespassing,Arrest,08/12/2023 09:19
1663,Criminal Mischief,Open Investigation,08/14/2023 18:15
1664,Harassment: Fraud,Open Investigation,12/07/2022 19:58
1665,Theft,Open Investigation,02/25/2023 14:53
1666,Assault,Open Investigation,05/10/2023 19:55
1667,Theft,Open Investigation,10/28/2023 00:05
1668,Trespassing,Arrest,10/06/2023 14:05
1669,Theft: Criminal Mischief,Closed,02/19/2023 14:56
1670,Theft,Arrest,05/30/2023 02:28
1671,Theft,Open Investigation,10/27/2022 06:57
1672,Defiant Trespass,Open Investigation,02/25/2023 20:33
1673,Theft,Open Investigation,08/08/2023 16:25
1674,Shoplifting,Open Investigation,07/07/2023 18:08
1675,Attempted Trespass 2,Arrest,05/05/2023 06:43
1676,Shoplifting ,Arrest,09/24/2023 21:08
1677,Rape,Arrest,02/12/2023 22:36
1678,Bias Intimidation,Open Investigation,08/09/2023 06:27
1679,Trespassing, Closed,01/19/2023 04:47
1680,Theft,Closed,08/18/2023 17:31
1681,Trespassing,Open Investigation,10/09/2022 12:22
1682,Trespassing,Open Investigation,04/09/2023 22:42
1683,Harassment,Open Investigation,10/11/2023 00:09
1684,Shoplifting,Open Investigation,02/09/2023 12:48
1685,Theft,Open Investigation,01/04/2023 07:14
1686,Harassment: Bias Incident,Open Investigation,12/01/2023 14:19
1687,Trespassing,Arrest,11/24/2022 00:04
1688,False Public Alarm,Arrest,10/06/2023 12:41
1689,Criminal Mischief,Open Investigation,10/28/2022 16:33
1690,Theft,Open Investigation,05/14/2023 22:49
1691,Shoplifting,Open Investigation,10/06/2023 00:08
1692,Theft,Open Investigation,11/10/2022 10:36
1693,Criminal Mischief, Closed,11/08/2023 06:56
1694,Shoplifting,Arrest,08/30/2023 01:21
1695,False Public Alarm,Unfounded,09/19/2022 02:18
1696,Extortion,Arrest,12/18/2022 11:32
1697,Theft,Open Investigation,10/23/2022 03:08
1698,Burglary,Open Investigation,12/19/2022 14:54
1699,Assault,,07/25/2023 11:59
1700,Extortion,Open Investigation,10/17/2023 15:37
1701,Lewdness,,03/07/2023 08:01
1702,Shoplifting,Open Investigation,05/18/2023 04:35
1703,Trespassing,Open Investigation,10/17/2022 10:23
1704,Burglary,Open Investigation,03/20/2023 16:42
1705,Shoplifting ,Unfounded,08/17/2023 13:07
1706,Criminal Mischief,Arrest,10/28/2022 16:33
1707,Trespassing,Open Investigation,04/28/2023 03:57
1708,Rape,Open Investigation,05/08/2023 02:00
1709,Shoplifting,Closed,10/15/2022 11:36
1710,Defiant Trespass,Arrest,02/05/2023 03:22
1711,Shoplifting,Open Investigation,07/24/2023 12:24
1712,Harassment: Bias Incident,Closed,06/11/2023 00:43
1713,Fraud,Arrest,09/03/2023 16:20
1714,Bias Intimidation,Open Investigation,08/03/2023 03:00
1715,Fraud,Arrest,06/23/2023 10:46
1716,Theft,Open Investigation,09/23/2023 12:13
1717,Lewdness, Closed,10/06/2023 10:02
1718,Trespassing,Arrest,01/04/2023 07:03
1719,Criminal Mischief,Open Investigation,08/23/2023 11:59
1720,Trespassing,Open Investigation,03/06/2023 23:50
1721,Theft,Open Investigation,02/13/2023 16:48
1722,Trespassing,Arrest,01/31/2023 07:04
1723,Theft,Open Investigation,10/30/2022 23:49
1724,Trespassing,Open Investigation,06/17/2023 20:10
1725,Theft,Open Investigation,03/04/2023 03:56
1726,Theft,Arrest,04/09/2023 06:01
1727,Trespassing, Arrest,05/12/2023 13:49
1728,Theft,unfounded,08/19/2023 20:14
1729,Disorderly Conduct, Open Investigation,07/08/2023 00:01
1730,Terroristic Threats,Open Investigation,09/25/2022 22:01
1731,Defiant Trespass,Open Investigation,02/03/2023 00:26
1732,Fraud,Open Investigation,05/28/2023 11:35
1733,Disorderly Conduct,,07/28/2023 06:56
1734,Shoplifting ,Unfounded,09/11/2023 00:45
1735,Theft,Open Investigation,03/30/2023 17:08
1736,Disorderly Conduct,Closed,11/11/2022 22:21
1737,Fraud,,09/27/2023 11:26
1738,Criminal Mischief,Open Investigation,03/28/2023 03:54
1739,Trespassing,Open Investigation,08/21/2023 04:41
1740,Criminal Mischief,Arrest,12/08/2022 03:55
1741,Harassment,Open Investigation,08/11/2023 12:02
1742,Theft,Arrest,12/03/2022 16:20
1743,Trespassing,Open Investigation,01/27/2023 08:39
1744,Criminal Mischief,Open Investigation,03/04/2023 18:21
1745,Trespassing,Open Investigation,07/30/2023 10:25
1746,Theft,Closed,10/17/2022 16:33
1747,Assault,Open Investigation,12/17/2022 03:38
1748,Theft,Arrest,06/18/2023 22:42
1749,Domestic Violence: Harassment,Open Investigation,09/27/2022 21:34
1750,Shoplifting ,Unfounded,06/26/2023 07:07
1751,Theft,Unfounded,03/10/2023 21:08
1752,Theft,Open Investigation,03/02/2023 21:54
1753,Trespassing,Closed,11/02/2023 10:51
1754,Shoplifting,Open Investigation,10/02/2023 21:10
1755,Trespass,Open Investigation,07/04/2023 07:13
1756,Shoplifting, Arrest,08/11/2023 10:14
1757,Attempted Extortion,Closed,08/31/2023 07:44
1758,Theft, Open Investigation,11/05/2023 05:17
1759,False Public Alarm,Open Investigation,08/03/2023 23:21
1760,Theft,Unfounded,02/16/2023 09:27
1761,Attempted Trespass 2,Unfounded,01/05/2023 17:43
1762,Criminal Mischief,Open Investigation,08/06/2023 06:07
1763,False Public Alarm,Open Investigation,09/30/2023 09:57
1764,Attempted Trespass 2,Open Investigation,10/27/2023 03:52
1765,Harassment,Open Investigation,02/06/2023 12:33
1766,Harassment,Arrest,01/02/2023 05:28
1767,Rape,Open Investigation,06/12/2023 16:53
1768,Burglary,Open Investigation,05/04/2023 14:29
1769,Disorderly Conduct,Open Investigation,08/07/2023 13:33
1770,Harassment: Stalking,Open Investigation,10/15/2023 11:55
1771,Harassment: Trespassing,Open Investigation,10/29/2022 02:15
1772,Trespass,Open Investigation,07/09/2023 15:31
1773,Theft,Open Investigation,11/27/2023 18:12
1774,Stalking,Unfounded,04/14/2023 23:30
1775,Disorderly Conduct,Closed,03/12/2023 20:07
1776,Liquor Law Violation, Open Investigation,12/24/2022 22:40
1777,Theft,Open Investigation,06/25/2023 02:31
1778,Trespassing,Unfounded,11/25/2022 11:57
1779,Theft,Arrest,10/16/2022 03:28
1780,Defiant Trespass: Aggravated Assault,Open Investigation,05/28/2023 11:00
1781,Criminal Mischief,Open Investigation,12/23/2022 19:26
1782,Rape,Open Investigation,03/22/2023 19:46
1783,Harassment,Open Investigation,01/22/2023 11:15
1784,Trespassing,Closed,02/10/2023 02:09
1785,Theft,Open Investigation,06/06/2023 22:10
1786,Theft: Bias Incident,Arrest,04/06/2023 08:14
1787,Disorderly Conduct,Open Investigation,10/29/2023 22:16
1788,Theft,Open Investigation,03/30/2023 14:54
