,Classification,Disposition,datetime
1602,Defiant Trespass,Closed,09/18/2023 17:52
1603,Fraud,Judicial Referral,04/28/2023 07:41
1604,Theft,Open Investigation,05/30/2023 06:43
1605,Shoplifting,Open Investigation,01/25/2023 19:42
1606,Theft,Open Investigation,03/12/2023 12:10
1607,Theft,Open Investigation,11/26/2022 13:07
1608,Shoplifting,Open Investigation,07/26/2023 17:12
1609,Theft,Open Investigation,11/10/2022 00:52
1610,Burglary,Open Investigation,08/11/2023 08:29
1611,Attempted Fraud,Arrest,05/09/2023 22:51
1612,Attempted Theft,Open Investigation,04/24/2023 10:11
1613,Disorderly Conduct,Open Investigation,08/20/2023 21:35
1614,Criminal Mischief,Open Investigation,10/14/2022 19:16
1615,Lewdness,Open Investigation,09/09/2023 20:19
1616,Trespassing,Open Investigation,04/25/2023 05:17
1617,Shoplifting,Open Investigation,03/12/2023 23:47
1618,Disorderly Conduct,Open Investigation,12/11/2022 22:04
1619,Criminal Mischief,Arrest,08/01/2023 07:34
1620,Criminal Mischief,Open Investigation,01/31/2023 01:57
1621,Fraud,Open Investigation,05/06/2023 02:32
1622,Fraud,Closed,05/18/2023 11:06
1623,Trespassing,Closed,07/31/2023 11:28
1624,Theft,Open Investigation,06/03/2023 18:54
1625,Criminal Mischief,Open Investigation,11/15/2022 15:29
1626,Fraud,Unfounded,02/17/2023 10:53
1627,Stalking,Closed,05/25/2023 00:09
1628,Harassment: Domestic Violence,Open Investigation,07/12/2023 08:32
1629,Fraud,Open Investigation,07/20/2023 11:43
1630,Theft,Open Investigation,11/01/2022 01:13
1631,Defiant Trespass: Aggravated Assault,Open Investigation,07/19/2023 00:11
1632,Harassment,Open Investigation,11/26/2022 19:27
1633,Extortion,Closed,08/05/2023 01:16
1634,Harassment,Open Investigation,01/29/2023 18:42
1635,Theft,Open Investigation,12/30/2022 16:32
1636,Shoplifting,Open Investigation,06/11/2023 14:35
1637,Fraud,Open Investigation,02/01/2023 03:20
1638,Trespassing,Open Investigation,03/12/2023 15:40
1639,Theft,Open Investigation,06/14/2023 05:23
1640,Theft,Open Investigation,01/02/2023 21:36
1641,Theft,Open Investigation,02/20/2023 16:26
1642,Trespass,Open Investigation,10/02/2022 22:23
1643,False Public Alarm,Arrest,11/06/2022 23:12
1644,Harassment: Bias Incident,Arrest,12/05/2022 00:22
1645,Shoplifting,Open Investigation,10/21/2022 03:29
1646,Theft,Open Investigation,02/01/2023 09:10
1647,Theft,Unfounded,11/13/2022 18:11
1648,Burglary,unfounded,04/15/2023 13:59
1649,Hindering Possession of Burglary Tools,Open Investigation,01/02/2023 13:01
1650,Criminal Mischief,Open Investigation,08/12/2023 02:14
1651,Trespassing,Open Investigation,05/25/2023 04:35
1652,Shoplifting,Unfounded,11/19/2022 17:23
1653,Criminal Mischief,Open Investigation,12/14/2022 17:51
1654,Theft,Open Investigation,08/25/2023 18:28
1655,Trespassing,Open Investigation,11/10/2022 04:21
1656,Trespass,Unfounded,07/30/2023 02:09
1657,Harassment: Trespassing,Unfounded,09/05/2023 22:20
1658,Fraud,Closed,01/20/2023 09:53
1659,Defiant Trespass: Aggravated Assault,Open Investigation,03/19/2023 12:08
1660,Identity Theft,Arrest,06/21/2023 11:54
1661,Theft, Open Investigation,07/10/2023 15:39
1662,Fraud,Arrest,03/23/2023 22:56
1663,Theft,Closed,08/23/2023 12:50
1664,Shoplifting,Arrest,08/13/2023 10:28
1665,Fraud,Open Investigation,01/02/2023 21:16
1666,Aggravated Assault,Open Investigation,08/07/2023 23:28
1667,Attempted Extortion,Unfounded,12/16/2022 11:41
1668,Attempted Trespass 2,Open Investigation,03/10/2023 11:25
1669,Defiant Trespass,Open Investigation,11/14/2023 05:14
1670,Fraud,Open Investigation,02/23/2023 18:20
1671,Stalking,Unfounded,10/10/2023 01:15
1672,Harassment,Arrest,03/19/2023 18:20
1673,Trespass,Open Investigation,03/04/2023 20:40
1674,Attempted Fraud,Open Investigation,09/11/2023 14:23
1675,Criminal Mischief,Open Investigation,01/18/2023 19:37
1676,Theft,Arrest,01/23/2023 05:50
1677,Harassment,Open Investigation,08/11/2023 05:34
1678,Possession of Burglary Tools 2,Arrest,03/28/2023 07:01
1679,Shoplifting ,,08/22/2023 11:09
1680,Theft,Open Investigation,04/28/2023 06:58
1681,Trespassing,Open Investigation,02/23/2023 21:10
1682,Theft,Open Investigation,07/17/2023 20:51
1683,Assault,Open Investigation,01/10/2023 02:42
1684,Criminal Mischief,Open Investigation,01/08/2023 19:11
1685,Criminal Mischief,Unfounded,08/09/2023 23:04
1686,Trespassing,Open Investigation,06/18/2023 18:58
1687,Trespassing,Open Investigation,06/06/2023 06:19
1688,Lewdness,Open Investigation,09/17/2023 13:54
1689,Trespass,Open Investigation,02/14/2023 13:18
1690,Aggravated Assault,Judicial Referral,08/25/2023 13:53
1691,Harassment: Trespassing,Open Investigation,11/04/2023 07:37
1692,Fraud, Arrest,04/08/2023 07:16
1693,Harassment,Open Investigation,06/25/2023 20:39
1694,Attempted Extortion,Arrest,11/17/2023 03:48
1695,Service of Warrant,Unfounded,05/02/2023 06:43
1696,Trespassing,Judicial Referral,09/09/2023 04:07
1697,Theft,Open Investigation,01/29/2023 15:38
1698,Trespass,Unfounded,07/03/2023 18:43
1699,Disorderly Conduct,Open Investigation,04/15/2023 10:26
1700,Trespass,Closed,09/15/2023 19:14
1701,Stalking,Open Investigation,06/17/2023 18:52
1702,Attempted Theft,Arrest,01/21/2023 14:46
1703,Extortion,unfounded,03/22/2023 00:32
1704,Criminal Mischief,Open Investigation,11/25/2022 20:23
1705,Trespassing,Arrest,12/08/2022 22:50
1706,Shoplifting,Closed,11/28/2022 06:56
1707,Fraud,Open Investigation,11/27/2022 08:20
1708,Theft,Arrest,03/03/2023 03:30
1709,Trespass,Arrest,04/21/2023 08:02
1710,Shoplifting,Open Investigation,09/02/2023 10:17
1711,Harassment: Stalking,Open Investigation,05/19/2023 01:12
1712,Rape,Open Investigation,01/04/2023 20:25
1713,Harassment,Open Investigation,08/28/2023 19:30
1714,Trespassing,Open Investigation,02/07/2023 19:25
1715,Shoplifting,Arrest,08/06/2023 23:36
1716,Shoplifting,Open Investigation,10/27/2022 15:58
1717,Shoplifting,Open Investigation,05/21/2023 14:26
1718,Theft,Open Investigation,12/25/2022 14:27
1719,Possession of Burglary Tools 2,Judicial Referral,10/20/2022 12:17
1720,Theft: Criminal Mischief,Open Investigation,01/14/2023 12:38
1721,Criminal Mischief,Open Investigation,08/23/2023 07:32
1722,Harassment,Open Investigation,12/28/2022 01:48
1723,Defiant Trespass,Unfounded,10/18/2023 23:47
1724,Trespass,Open Investigation,12/15/2022 10:38
1725,Theft,Open Investigation,03/10/2023 08:17
1726,Assault,Open Investigation,07/24/2023 09:23
1727,Trespass,Open Investigation,06/30/2023 08:48
1728,Assault,Open Investigation,08/21/2023 17:56
1729,Shoplifting,Open Investigation,12/16/2022 21:02
1730,Liquor Law Violation,Arrest,07/23/2023 04:07
1731,Theft: Criminal Mischief,Open Investigation,07/21/2023 12:43
1732,Burglary,Unfounded,09/20/2022 21:54
1733,Trespassing,Closed,01/27/2023 14:17
1734,Theft,Judicial Referral,03/17/2023 09:00
1735,Trespassing,Open Investigation,08/23/2023 05:32
1736,False Public Alarm,Unfounded,05/16/2023 22:23
1737,Theft,Open Investigation,04/21/2023 21:37
1738,Terroristic Threats,Open Investigation,12/14/2022 10:03
1739,Shoplifting ,Open Investigation,02/14/2023 05:17
1740,Trespassing,Open Investigation,06/30/2023 08:57
1741,Harassment,Open Investigation,06/10/2023 12:37
1742,Criminal Mischief,Open Investigation,04/02/2023 01:27
1743,Theft,Open Investigation,03/31/2023 01:41
1744,False Public Alarm,Open Investigation,03/22/2023 17:02
1745,Hindering Possession of Burglary Tools,Open Investigation,08/12/2023 08:41
1746,Criminal Mischief,Open Investigation,04/08/2023 09:16
1747,Fraud,Open Investigation,04/15/2023 23:10
1748,Shoplifting ,Unfounded,05/11/2023 21:20
1749,Shoplifting,Open Investigation,02/18/2023 09:47
1750,Theft,Judicial Referral,05/09/2023 09:22
1751,Theft,Open Investigation,09/13/2023 17:46
1752,Shoplifting,Judicial Referral,02/05/2023 10:35
1753,Harassment: Trespassing,Arrest,05/27/2023 17:57
1754,Theft,Open Investigation,04/30/2023 19:07
1755,False Public Alarm,Open Investigation,01/24/2023 14:45
1756,Harassment: Trespassing,Open Investigation,03/18/2023 18:07
